County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotingRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
DANE COUNTY,CITY OF MADISON,Ward 127,Fire Station #12,"400 SOUTH POINT RD, VERONA, WI 53593",,,Government,-89.5547205,43.054875,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 128,ELVEHJEM ELEMENTARY,"5106 ACADEMY DR, MADISON, WI 53716-1404",608-204-1400,,School,-89.292264,43.078623,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 129,Fire Station #13,"6350 TOWN CENTER DR, MADISON, WI 53718",,,Government,-89.269668,43.101599,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 130,ELVEHJEM ELEMENTARY,"5106 ACADEMY DR, MADISON, WI 53716-1404",608-204-1400,,School,-89.292264,43.078623,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 131,Fire Station #13,"6350 TOWN CENTER DR, MADISON, WI 53718",,,Government,-89.269668,43.101599,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 132,ELVEHJEM ELEMENTARY,"5106 ACADEMY DR, MADISON, WI 53716-1404",608-204-1400,,School,-89.292264,43.078623,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 133,ELVEHJEM ELEMENTARY,"5106 ACADEMY DR, MADISON, WI 53716-1404",608-204-1400,,School,-89.292264,43.078623,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 134,Fire Station #13,"6350 TOWN CENTER DR, MADISON, WI 53718",,,Government,-89.269668,43.101599,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 135,BLACK HAWK MIDDLE SCHOOL,"1402 WYOMING WAY, MADISON, WI 53704-1447",608-204-4360,,School,-89.370334,43.146452,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 136,HAWTHORNE LIBRARY,"2707 E WASHINGTON AVE, MADISON, WI 53704-5002",608-246-5602,,Government,-89.346484,43.101621,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 137,BLACKHAWK CHURCH,"9620 BRADER WAY, MIDDLETON, WI 53562-9296",608-828-4200,,Religious,-89.55416107,43.06245422,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 138,BLACKHAWK CHURCH,"9620 BRADER WAY, MIDDLETON, WI 53562-9296",608-828-4200,,Religious,-89.55416107,43.06245422,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 139,BADGER ROCK NEIGHBORHOOD CENTER,"501 E BADGER RD, MADISON, WI 53713-2120",2749111,,School,-89.377411,43.037693,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 140,BLACKHAWK CHURCH,"9620 BRADER WAY, MIDDLETON, WI 53562-9296",608-828-4200,,Religious,-89.55416107,43.06245422,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 141,FALK ELEMENTARY,"6323 WOODINGTON WAY, MADISON, WI 53711-3162",608-204-2180,,School,-89.48973084,43.04021072,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 142,WHITEHORSE MIDDLE SCHOOL,"218 SCHENK ST, MADISON, WI 53714-1535",2193906,,School,-89.323663,43.092508,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 143,BLACKHAWK CHURCH,"9620 BRADER WAY, MIDDLETON, WI 53562-9296",608-828-4200,,Religious,-89.55416107,43.06245422,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 144,CHAVEZ ELEMENTARY,"3502 MAPLE GROVE DR, MADISON, WI 53719-4879",608-442-2000,,School,-89.500246,43.009843,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 145,SANDBURG ELEMENTARY SCHOOL,"4114 DONALD DR, MADISON, WI 53704-2822",2193874,,School,-89.312825,43.136295,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 146,BADGER ROCK NEIGHBORHOOD CENTER,"501 E BADGER RD, MADISON, WI 53713-2120",2749111,,School,-89.377411,43.037693,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 147,Union South,"1308 W DAYTON ST, MADISON, WI 53715",,,School,-89.4081375,43.071831,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 148,MEADOWRIDGE LIBRARY,"5726 RAYMOND RD, MADISON, WI 53711-4232",,,Government,-89.47911,43.032467,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 149,LUSSIER COMMUNITY EDUCATION CENTER,"55 S GAMMON RD, MADISON, WI 53717-1479",8334979,,Private,-89.501904,43.066372,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 150,Fire Station #12,"400 SOUTH POINT RD, VERONA, WI 53593",,,Government,-89.5547205,43.054875,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 151,BLACKHAWK CHURCH,"9620 BRADER WAY, MIDDLETON, WI 53562-9296",608-828-4200,,Religious,-89.55416107,43.06245422,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MADISON,Ward 152,Warner Park Shelter,"1625 NORTHPORT DR, MADISON, WI 53704-2300",,,Government,-89.369017,43.131823,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MIDDLETON,"Wards 1-4,9,19-20",Saint Luke's Lutheran Church,"7337 HUBBARD AVE, MIDDLETON, WI 53562-3115",608-831-6084,Friendship Hall,Religious,-89.507999,43.094841,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MIDDLETON,Wards 5-8,Saint Bernard's Parish,"7436 UNIVERSITY AVE, MIDDLETON, WI 53562-3112",,Parish Center,Religious,-89.511049,43.097361,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MIDDLETON,"Wards 10-13,22",Middleton Courthouse,"7341 DONNA DR, MIDDLETON, WI 53562-1735",608-824-7300,Courtroom,Government,-89.509051,43.105623,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MIDDLETON,"Wards 14-16,18,17,21",District Service Center (DSC),"7106 SOUTH AVE, MIDDLETON, WI 53562-3263",608-829-9004,Gymnasium,School,-89.503365,43.094255,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MONONA,Wards 1-5,SAINT STEPHENS LUTHERAN CHURCH,"5700 PHEASANT HILL RD, MONONA, WI 53716-3118",2222525,,Religious,-89.330072,43.057799,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF MONONA,Wards 6-10,MONONA COMMUNITY CENTER,"1011 NICHOLS RD, MONONA, WI 53716-2530",2222525,,Government,-89.340679,43.063846,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF STOUGHTON,Wards 1-2,STOUGHTON WELLNESS & ATHLETIC CENTER,"2300 US HIGHWAY 51/138, STOUGHTON, WI 53589",(608)873-6677,,Business,-89.247918,42.919245,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF STOUGHTON,"Wards 3-4,10-14",STOUGHTON WELLNESS & ATHLETIC CENTER,"2300 US HIGHWAY 51/138, STOUGHTON, WI 53589",(608)873-6677,,Business,-89.247918,42.919245,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF STOUGHTON,Wards 5-6,STOUGHTON WELLNESS & ATHLETIC CENTER,"2300 US HIGHWAY 51/138, STOUGHTON, WI 53589",(608)873-6677,,Business,-89.247918,42.919245,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF STOUGHTON,"Wards 7-9,15-16",STOUGHTON WELLNESS & ATHLETIC CENTER,"2300 US HIGHWAY 51/138, STOUGHTON, WI 53589",(608)873-6677,,Business,-89.247918,42.919245,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,"Wards 1,4-5",SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,Wards 2-3,SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,"Wards 6-7,23,27",SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,Wards 8-9,SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,Wards 10-12,SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,"Wards 13-14,20-22,24-26",SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,"Wards 15,18-19,28",SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF SUN PRAIRIE,Wards 16-17,SUN PRAIRIE HIGH SCHOOL,"888 GROVE ST, SUN PRAIRIE, WI 53590",(608)834-6700,Cafeteria,School,-89.20882,43.173689,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF VERONA,Wards 1-5,VERONA PUBLIC LIBRARY,"500 SILENT ST, VERONA, WI 53593-1252",(608) 848-9947,,Government,-89.527986,42.997363,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,CITY OF VERONA,Wards 6-9,VERONA CITY HALL,"111 LINCOLN ST, VERONA, WI 53593-1520",(608) 848-9947,,Government,-89.527295,42.98966,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF ALBION,Wards 1-2,ALBION TOWN HALL,"620 ALBION RD, EDGERTON, WI 53534-9539",608-884-86,,Government,-89.069807,42.881649,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF BERRY,Wards 1-2,BERRY TOWN HALL,"9046 STATE ROAD 19, MAZOMANIE, WI 53560-9750",608-767-41,,Government,-89.685624,43.18788,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF BLACK EARTH,Ward 1,BLACK EARTH VILLAGE HALL,"1210 MILLS ST, BLACK EARTH, WI 53515-9463",608-767-2563,,Government,-89.748288,43.137866,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF BLOOMING GROVE,Wards 1-3,BLOOMING GROVE TOWN HALL,"1880 S STOUGHTON RD, MADISON, WI 53716-2258",608-223-1104,,Government,-89.310621,43.071609,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF BLUE MOUNDS,Ward 1,BLUE MOUNDS TOWN HALL,"10566 BLUE VISTA RD, BLUE MOUNDS, WI 53517-9701",(608)444-9071,,Government,-89.800677,43.015234,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF BRISTOL,Wards 1-4,BRISTOL TOWN HALL,"7747 COUNTY ROAD N, SUN PRAIRIE, WI 53590-9502",608-837-6494,,Government,-89.212611,43.273164,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF BURKE,Wards 1-4,BURKE TOWN HALL,"5365 REINER RD, MADISON, WI 53718-6347",608-825-84,,Government,-89.266633,43.140546,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF CHRISTIANA,Wards 1-2,CHRISTIANA TOWN HALL,"773 KOSHKONONG RD, CAMBRIDGE, WI 53523-9444",608-423-3816,,Government,-89.070722,42.977293,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF COTTAGE GROVE,Wards 1-7,COTTAGE GROVE TOWN HALL,"4058 COUNTY ROAD N, COTTAGE GROVE, WI 53527-9503",608-839-5021,,Government,-89.19918,43.070243,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF CROSS PLAINS,Wards 1-4,CROSS PLAINS TOWN HALL,"3734 COUNTY ROAD P, CROSS PLAINS, WI 53528-9180",608-220-3071,,Government,-89.655215,43.058878,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF DANE,Ward 1,DANE TOWN HALL,"213 W MAIN ST, DANE, WI 53529-9717",608-575-3365,,Government,-89.50924,43.250289,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF DEERFIELD,Wards 1-2,LIBERTY EDUCATIONAL CENTER,"3494 OAK PARK RD, DEERFIELD, WI 53531-9760",764-8054,,School,-89.106564,43.03998,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF DUNKIRK,Wards 1-6,DUNKIRK TOWN HALL,"654 COUNTY ROAD N, STOUGHTON, WI 53589-4354",608-873-9177,,Government,-89.209368,42.882135,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF DUNN,Wards 1-7,DUNN TOWN HALL,"4156 COUNTY ROAD B, MC FARLAND, WI 53558-9754",608-838-1081,,Government,-89.32296,42.968594,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF MADISON,Ward 1,MADISON TOWN HALL,"2120 FISH HATCHERY RD, MADISON, WI 53713-1253",608-210-7260,,Government,-89.404475,43.042661,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF MADISON,Wards 2-9,MADISON TOWN HALL,"2120 FISH HATCHERY RD, MADISON, WI 53713-1253",608-210-7260,,Government,-89.404475,43.042661,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF MAZOMANIE,Wards 1-2,MAZOMANIE TOWN HALL,"711 W HUDSON ST, MAZOMANIE, WI 53560-9326",608-795-2920,,Government,-89.806191,43.176212,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF MEDINA,Wards 1-2,MEDINA TOWN GARAGE,"634 STATE ROAD 19, MARSHALL, WI 53559",608-219-3556,,Government,-89.057659,43.164849,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF MIDDLETON,Wards 1-8,MIDDLETON TOWN HALL,"7555 W OLD SAUK RD, VERONA, WI 53593-9700",608-833-5887,,Government,-89.572333,43.074216,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF MONTROSE,Wards 1-2,MONTROSE TOWN HALL,"1341 DIANE AVE, BELLEVILLE, WI 53508-9736",4243848,,Government,-89.523028,42.927319,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF OREGON,Wards 1-4,OREGON TOWN HALL,"1138 UNION RD, OREGON, WI 53575-2742",608-835-3200,,Government,-89.386816,42.915916,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF PERRY,Ward 1,PERRY TOWN HALL,"10084 COUNTY ROAD A, MOUNT HOREB, WI 53572-3237",608-832-6877,,Government,-89.763977,42.894855,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF PLEASANT SPRINGS,Wards 1-4,PLEASANT SPRINGS TOWN HALL,"2354 COUNTY ROAD N, STOUGHTON, WI 53589-2875",608-873-3063,,Government,-89.200145,42.976157,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF PRIMROSE,Ward 1,PRIMROSE TOWN HALL,"8468 COUNTY ROAD A, VERONA, WI 53593-9496",608-318-4440,,Government,-89.643539,42.901485,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF ROXBURY,Wards 1-2,ROXBURY TOWN HALL,"7161 KIPPLEY RD, SAUK CITY, WI 53583-9577",608-643-8281,,Government,-89.675625,43.247985,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF RUTLAND,Wards 1-2,RUTLAND TOWN HALL,"785 CENTER RD, STOUGHTON, WI 53589-3919",608-455-3925,,Government,-89.310216,42.889514,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF SPRINGDALE,Wards 1-2,SPRINGDALE TOWN HALL,"2379 TOWN HALL RD, MOUNT HOREB, WI 53572-2454",608-437-6230,,Government,-89.678073,42.984899,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF SPRINGFIELD,Wards 1-3,SPRINGFIELD TOWN HALL,"6157 COUNTY ROAD P, DANE, WI 53529-9760",608-849-7887,,Government,-89.564786,43.192813,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF SUN PRAIRIE,Wards 1-3,SUN PRAIRIE TOWN HALL,"5556 TWIN LANE RD, MARSHALL, WI 53559-8917",608-837-6688,,Government,-89.147382,43.153874,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF VERMONT,Ward 1,VERMONT TOWN HALL,"4017 COUNTY ROAD JJ, BLACK EARTH, WI 53515-9729",608-767-2457,,Government,-89.773487,43.076067,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF VERONA,Wards 1-4,VERONA TOWN HALL,"7669 COUNTY ROAD PD, VERONA, WI 53593-1035",608-845-7187,,Government,-89.582058,43.00999,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF VIENNA,Wards 1-2,VIENNA TOWN HALL,"7161 COUNTY ROAD I, DE FOREST, WI 53532-1959",608-846-3800,,Government,-89.402846,43.24945,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF WESTPORT,Wards 1-5,WESTPORT TOWN HALL,"5387 MARY LAKE RD, WAUNAKEE, WI 53597-9128",(608) 849-4372,MEETING ROOM,Government,-89.423093,43.150558,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,TOWN OF YORK,Ward 1,YORK TOWN HALL,"796 YORK CENTER RD, MARSHALL, WI 53559-9443",920-623-2989,,Government,-89.068655,43.239611,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF BELLEVILLE,Wards 1-2,BELLEVILLE VILLAGE HALL,"24 W MAIN ST, BELLEVILLE, WI 53508-9428",608-424-3341,,Government,-89.534776,42.859447,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF BLACK EARTH,Wards 1-2,BLACK EARTH VILLAGE HALL,"1210 MILLS ST, BLACK EARTH, WI 53515-9463",608-767-2563,,Government,-89.748288,43.137866,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF BLUE MOUNDS,Ward 1,BLUE MOUNDS VILLAGE HALL,"11011 BRIGHAM AVE, BLUE MOUNDS, WI 53517-9662",608-437-5197,,Government,-89.833669,43.018499,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF BROOKLYN,"Wards 1,3",STATE BANK OF CROSS PLAINS DRIVE THRU,"210 COMMERCIAL ST, BROOKLYN, WI 53521",(608)455-4201,,Business,-89.370279,42.85359,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF CAMBRIDGE,Wards 2-3,AMUNDSON COMMUNITY CENTER,"200 SPRING ST, CAMBRIDGE, WI 53523-9218",608-423-3712,COMMUNITY ROOM - LOWER LEVEL,Government,-89.017445,43.00285,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF COTTAGE GROVE,Wards 1-13,COTTAGE GROVE VILLAGE HALL,"221 E COTTAGE GROVE RD, COTTAGE GROVE, WI 53527-9619",608-839-4704,,Government,-89.196365,43.089274,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF CROSS PLAINS,Wards 1-6,CROSS PLAINS FIRE STATION,"1501 BOURBON RD, CROSS PLAINS, WI 53528-8863",608-798-3241,,Government,-89.654265,43.112349,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF DANE,Ward 1,DANE VILLAGE HALL,"102 W MAIN ST, DANE, WI 53529-9796",608-849-5422,Large Community Room,Government,-89.502335,43.25071,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF DEERFIELD,Wards 1-3,DEERFIELD FIRE STATION,"305 N INDUSTRIAL PARK RD, DEERFIELD, WI 53531-9347",608-764-5404,,Government,-89.069224,43.057885,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF DEFOREST,"Wards 1-6,14-18,21",DE FOREST AREA PUBLIC LIBRARY,"203 LIBRARY ST, DE FOREST, WI 53532-1173",608-846-6751,,Government,-89.34194946,43.24710846,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF DEFOREST,"Wards 7-13,19-20,22",DE FOREST VILLAGE HALL,"120 S STEVENSON ST, DE FOREST, WI 53532",608-846-6751,DeForest Commons,Government,-89.340093,43.246957,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF MAPLE BLUFF,Wards 1-2,MAPLE BLUFF VILLAGE CENTER,"18 OXFORD PL, MADISON, WI 53704-5955",608-244-3048,,Government,-89.364282,43.10977,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF MARSHALL,Wards 1-5,MARSHALL MUNICIPAL BUILDING,"130 S PARDEE ST, MARSHALL, WI 53559-8513",608-655-4017,,Government,-89.0672,43.167545,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF MAZOMANIE,Wards 1-3,MAZOMANIE COMMUNITY BUILDING,"9 BRODHEAD ST, MAZOMANIE, WI 53560",(608)795-2100,AUDITORIUM,Government,-89.793747,43.17642,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF MCFARLAND,Wards 1-14,MCFARLAND MUNICIPAL CENTER,"5915 MILWAUKEE ST, MC FARLAND, WI 53558-8962",608-838-3153,,Government,-89.286875,43.013325,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF MOUNT HOREB,Wards 1-4,MOUNT HOREB PUBLIC LIBRARY,"105 PERIMETER RD, MOUNT HOREB, WI 53572-2013",608-437-6884,,Government,-89.719787,43.008181,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF MOUNT HOREB,Wards 5-9,MOUNT HOREB PUBLIC LIBRARY,"105 PERIMETER RD, MOUNT HOREB, WI 53572-2013",608-437-6884,,Government,-89.719787,43.008181,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF OREGON,"Wards 1,5-6,11,13",OREGON VILLAGE HALL - COMMUNITY ROOM,"117 SPRING ST, OREGON, WI 53575-1451",8353118,COMMUNITY ROOM,Government,-89.383468,42.926306,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF OREGON,"Wards 2-4,12",OREGON VILLAGE HALL - BOARD ROOM,"117 SPRING ST, OREGON, WI 53575-1451",8353118,BOARD ROOM,Government,-89.383468,42.926306,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF OREGON,Wards 7-10,PEOPLE'S UNITED METHODIST CHURCH,"103 N ALPINE PKWY, OREGON, WI 53575-3109",835-3118,,Religious,-89.401221,42.930091,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF ROCKDALE,Ward 1,ROCKDALE VILLAGE HALL,"208 BENTON ST, CAMBRIDGE, WI 53523-9434",608-423-1497,,Government,-89.035429,42.973518,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF SHOREWOOD HILLS,Wards 1-2,SHOREWOOD HILLS VILLAGE HALL,"810 SHOREWOOD BLVD, MADISON, WI 53705-2115",(608) 267-2680,,Government,-89.444283,43.075973,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF WAUNAKEE,Wards 1-5,WAUNAKEE COMMUNITY CENTER-COMMUNITY ROOMS,"333 S MADISON ST, WAUNAKEE, WI 53597-1600",608-849-5992,COMMUNITY ROOMS,Government,-89.449289,43.189093,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF WAUNAKEE,Wards 6-12,WAUNAKEE COMMUNITY CENTER-GYM,"333 S MADISON ST, WAUNAKEE, WI 53597-1600",608-849-5992,GYMNASIUM,Government,-89.449289,43.189093,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF Windsor,Wards 1-5,WINDSOR MUNICIPAL BUILDING,"4084 MUELLER RD, DE FOREST, WI 53532-2332",608-888-0066,,Government,-89.314729,43.25315,2020 Spring Election and Presidential Preference Vote
DANE COUNTY,VILLAGE OF Windsor,Wards 6-10,Lake Windsor Country Club,"4628 GOLF DR, WINDSOR, WI 53598-9772",608-630-5419,,Business,-89.352433,43.207266,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF BEAVER DAM,"Wards 1,3,5",TRINITY CHURCH - UNITED METHODIST,"308 ONEIDA ST, BEAVER DAM, WI 53916-2018",920-887-7211,,Religious,-88.838426,43.462224,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF BEAVER DAM,"Wards 2,6",FAITH COMMUNITY CHURCH,"401 STONE ST, BEAVER DAM, WI 53916-2940",920-887-8577,,Religious,-88.829576,43.445854,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF BEAVER DAM,"Wards 4,8,10,14",GRACE PRESBYTERIAN CHURCH,"215 GOULD ST, BEAVER DAM, WI 53916-1923",920-885-3198,,Religious,-88.822893,43.460838,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF BEAVER DAM,"Wards 7,12-13",WATERMARK,"209 S CENTER ST, BEAVER DAM, WI 53916",(920)887-4639,,Government,-88.838937,43.454664,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF BEAVER DAM,"Wards 9,11",WATERMARK,"209 S CENTER ST, BEAVER DAM, WI 53916",(920)887-4639,,Government,-88.838937,43.454664,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF BEAVER DAM,Ward 15,GRACE PRESBYTERIAN CHURCH,"215 GOULD ST, BEAVER DAM, WI 53916-1923",920-885-3198,,Religious,-88.822893,43.460838,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF BEAVER DAM,Ward 16,TRINITY CHURCH - UNITED METHODIST,"308 ONEIDA ST, BEAVER DAM, WI 53916-2018",920-887-7211,,Religious,-88.838426,43.462224,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF COLUMBUS,Ward 9,COLUMBUS SENIOR CENTER,"125 N DICKASON BLVD, COLUMBUS, WI 53925-1565",(920)623-5918,,Government,-89.015541,43.339603,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF FOX LAKE,Wards 1-3,FOX LAKE CITY HALL,"248 E STATE ST, FOX LAKE, WI 53933-8027",920-928-2280,,Government,-88.90261,43.565549,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF HARTFORD,Wards 18-19,HARTFORD CITY HALL,"109 N MAIN ST, HARTFORD, WI 53027-1576",262-673-8201,,Government,-88.379389,43.31939,2020 Spring Election and Presidential Preference Vote
DODGE COUNTY,CITY OF HORICON,Wards 1-6,HORICON CITY HALL,"404 E LAKE ST, HORICON, WI 53032-1245",920-485-3500,,Government,-88.630842,43.451825,2020 Spring Election and Presidential Preference Vote
