County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotingRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
CRAWFORD COUNTY,VILLAGE OF MT. STERLING,Ward 1,MOUNT STERLING VILLAGE HALL,"155 SECOND ST, MOUNT STERLING, WI 54645",608-734-3515,,Government,-90.94583,43.319613,2020 Spring Primary
CRAWFORD COUNTY,VILLAGE OF SOLDIERS GROVE,Ward 1,SOLDIERS GROVE COMMUNITY BUILDING,"102 PASSIVE SUN DR, SOLDIERS GROVE, WI 54655",608-624-3264,,Private,-90.766132,43.38855,2020 Spring Primary
CRAWFORD COUNTY,VILLAGE OF STEUBEN,Ward 1,STEUBEN VILLAGE HALL,"123 MIDWAY ST, STEUBEN, WI 54657",608-476-2276,,Government,-90.858608,43.181003,2020 Spring Primary
CRAWFORD COUNTY,VILLAGE OF WAUZEKA,Ward 1,WAUZEKA VILLAGE HALL,"213 E FRONT ST B, WAUZEKA, WI 53826",608-875-5281,,Government,-90.882993,43.084108,2020 Spring Primary
DANE COUNTY,CITY OF EDGERTON,Ward 7,EDGERTON CITY HALL,"12 ALBION ST, EDGERTON, WI 53534-1866",608-884-3341,,Government,-89.072282,42.835282,2020 Spring Primary
DANE COUNTY,CITY OF FITCHBURG,Wards 1-4,MARKETPLACE FIRE STATION,"2931 MARKETPLACE DR, FITCHBURG, WI 53719",608-275-7150,APPARATUS BAYS,Government,-89.45856,43.01326,2020 Spring Primary
DANE COUNTY,CITY OF FITCHBURG,Wards 5-9,FITCHBURG FIRE STATION NO. 1,"5791 LACY RD, FITCHBURG, WI 53711-5363",608-278-2980,,Government,-89.445504,43.000955,2020 Spring Primary
DANE COUNTY,CITY OF FITCHBURG,Wards 10-14,WYNDHAM GARDEN HOTEL,"2969 CAHILL MAIN, FITCHBURG, WI 53711",608-274-7200,Ballroom,Business,-89.424208,43.017021,2020 Spring Primary
DANE COUNTY,CITY OF FITCHBURG,Wards 15-20,FITCHBURG COMMUNITY CENTER,"5510 LACY RD, FITCHBURG, WI 53711-5318",608-270-4200,,Government,-89.423651,43.002379,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 1,Fire Station 14,"3201 DAIRY DR, MADISON, WI 53716",,,Government,-89.295003,43.052454,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 2,GLENDALE ELEMENTARY SCHOOL,"1201 TOMPKINS DR, MADISON, WI 53716-3272",608-516-41,,School,-89.31206,43.057848,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 3,CITY CHURCH,"4909 E BUCKEYE RD, MADISON, WI 53716-1864",608-221-1528,,Religious,-89.297202,43.072688,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 4,CITY CHURCH,"4909 E BUCKEYE RD, MADISON, WI 53716-1864",608-221-1528,,Religious,-89.297202,43.072688,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 5,ELVEHJEM ELEMENTARY,"5106 ACADEMY DR, MADISON, WI 53716-1404",608-204-1400,,School,-89.292264,43.078623,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 6,ELVEHJEM ELEMENTARY,"5106 ACADEMY DR, MADISON, WI 53716-1404",608-204-1400,,School,-89.292264,43.078623,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 7,Westminster Senior Apartments,"6160 DELL DR, MADISON, WI 53718-7800",,,Business,-89.272892,43.076672,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 8,DOOR CREEK CHURCH,"6602 DOMINION DR, MADISON, WI 53718-3248",0,,Religious,-89.264546,43.091965,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 9,Oak Park Place,"718 JUPITER DR, MADISON, WI 53718-2950",,,Private,-89.283118,43.087395,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 10,KENNEDY ELEMENTARY SCHOOL,"221 MEADOWLARK DR, MADISON, WI 53714-2629",0,,School,-89.297468,43.094304,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 11,AMERICAN FAMILY INSURANCE,"302 N WALBRIDGE AVE, MADISON, WI 53714-1958",608-335-2492,,Business,-89.312908,43.103963,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 12,NEW BEGINNINGS ALLIANCE CHURCH,"602 ACEWOOD BLVD, MADISON, WI 53714-3206",608-288-0797,,Religious,-89.302653,43.089385,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 13,LAFOLLETTE HIGH SCHOOL,"700 PFLAUM RD, MADISON, WI 53716-2167",608-204-3686,,School,-89.319657,43.063016,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 14,LAFOLLETTE HIGH SCHOOL,"700 PFLAUM RD, MADISON, WI 53716-2167",608-204-3686,,School,-89.319657,43.063016,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 15,LUSSIER FAMILY EAST YMCA,"711 COTTAGE GROVE RD, MADISON, WI 53716",,,Other,-89.314416,43.083234,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 16,WHITEHORSE MIDDLE SCHOOL,"218 SCHENK ST, MADISON, WI 53714-1535",2193906,,School,-89.323663,43.092508,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 17,AMERICAN FAMILY INSURANCE,"302 N WALBRIDGE AVE, MADISON, WI 53714-1958",608-335-2492,,Business,-89.312908,43.103963,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 18,HY-VEE,"3801 E WASHINGTON AVE, MADISON, WI 53704-3648",608-209-2729,,Business,-89.318493,43.117908,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 19,EAST MADISON COMMUNITY CENTER,"8 STRAUBEL CT, MADISON, WI 53704-4104",608-242-3194,,Government,-89.328654,43.118378,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 20,EAST MADISON COMMUNITY CENTER,"8 STRAUBEL CT, MADISON, WI 53704-4104",608-242-3194,,Government,-89.328654,43.118378,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 21,HY-VEE,"3801 E WASHINGTON AVE, MADISON, WI 53704-3648",608-209-2729,,Business,-89.318493,43.117908,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 22,GOODWILL OF SOUTH CENTRAL WISCONSIN,"1302 MENDOTA ST, MADISON, WI 53714",,,Other,-89.316756,43.116507,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 23,FIRE STATION NO. 11,"4011 MORGAN WAY, MADISON, WI 53718-6395",608-266-4886,,Government,-89.27947235,43.1441536,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 24,OAKWOOD VILLAGE PRAIRIE RIDGE,"5565 TANCHO DR, MADISON, WI 53718-1901",608-230-4550,,Business,-89.28355,43.156233,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 25,SANDBURG ELEMENTARY SCHOOL,"4114 DONALD DR, MADISON, WI 53704-2822",2193874,,School,-89.312825,43.136295,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 26,EASTSIDE EVANGELICAL LUTHERAN CHURCH,"2310 INDEPENDENCE LN, MADISON, WI 53704-3528",608-244-3045,,Religious,-89.310947,43.129429,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 27,MADISON AREA TECHNICAL COLLEGE COMMERCIAL AVENUE EDUCATION CENTER,"2125 COMMERCIAL AVE, MADISON, WI 53704-4738",2193872,,School,-89.35701,43.106376,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 28,MADISON AREA TECHNICAL COLLEGE COMMERCIAL AVENUE EDUCATION CENTER,"2125 COMMERCIAL AVE, MADISON, WI 53704-4738",2193872,,School,-89.35701,43.106376,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 29,EAST HIGH SCHOOL,"2222 E WASHINGTON AVE, MADISON, WI 53704-5210",,,School,-89.354851,43.097698,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 30,SHERMAN MIDDLE SCHOOL,"1610 RUSKIN ST, MADISON, WI 53704-3469",608-204-2100,,School,-89.362127,43.118143,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 31,Lakeview Library,"2845 N SHERMAN AVE, MADISON, WI 53704",,,Government,-89.362239,43.127801,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 32,Goodwill Madison Northside,"2901 N SHERMAN AVE, MADISON, WI 53704",,,Business,-89.361253,43.128031,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 33,WARNER PARK COMMUNITY RECREATION CENTER,"1625 NORTHPORT DR, MADISON, WI 53704-2300",608-245-3694,,Government,-89.369017,43.131823,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 34,WARNER PARK COMMUNITY RECREATION CENTER,"1625 NORTHPORT DR, MADISON, WI 53704-2300",608-245-3694,,Government,-89.369017,43.131823,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 35,MENDOTA ELEMENTARY,"4002 SCHOOL RD, MADISON, WI 53704-1928",608-204-7840,,School,-89.383579,43.136628,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 36,MENDOTA ELEMENTARY,"4002 SCHOOL RD, MADISON, WI 53704-1928",608-204-7840,,School,-89.383579,43.136628,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 37,LINDBERGH ELEMENTARY SCHOOL,"4500 KENNEDY RD, MADISON, WI 53704-1208",608-204-6500,,School,-89.388509,43.143278,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 38,BLACK HAWK MIDDLE SCHOOL,"1402 WYOMING WAY, MADISON, WI 53704-1447",608-204-4360,,School,-89.370334,43.146452,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 39,HAWTHORNE LIBRARY,"2707 E WASHINGTON AVE, MADISON, WI 53704-5002",608-246-5602,,Government,-89.346484,43.101621,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 40,OLBRICH GARDENS,"3330 ATWOOD AVE, MADISON, WI 53704-5808",0,,Government,-89.335601,43.092465,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 41,O'KEEFFE MIDDLE SCHOOL,"510 S THORNTON AVE, MADISON, WI 53703-3725",608-204-6820,,School,-89.35724,43.086479,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 42,WIL-MAR NEIGHBORHOOD CENTER,"504 S BREARLY ST, MADISON, WI 53703",608-257-4576,,Private,-89.367028,43.079939,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 43,Madison Municipal Building,"215 MARTIN LUTHER KING JR BLVD, MADISON, WI 53703-3388",,,Government,-89.381137,43.073307,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 44,TENNEY PARK PAVILION,"402 N THORNTON AVE, MADISON, WI 53703",608-266-4601,,Government,-89.366979,43.091899,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 45,LAPHAM ELEMENTARY,"1045 E DAYTON ST, MADISON, WI 53703-2427",608-204-4155,,School,-89.37223053,43.08535767,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 46,GATES OF HEAVEN,"302 E GORHAM ST, MADISON, WI 53703",608-266-4711,,Government,-89.384858,43.079922,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 47,UW-MADISON LOWELL CENTER,"610 LANGDON ST, MADISON, WI 53703-1104",608-262-0881,,Government,-89.39583,43.076239,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 48,UW-MADISON LOWELL CENTER,"610 LANGDON ST, MADISON, WI 53703-1104",608-262-0881,,Government,-89.39583,43.076239,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 49,HUB MADISON APARTMENTS,"437 N FRANCES ST, MADISON, WI 53703-2013",,,Private,-89.395451,43.074402,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 50,DOYLE ADMINISTRATION,"545 W DAYTON ST, MADISON, WI 53703-1967",608-663-1607,,School,-89.395004,43.070385,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 51,MADISON CENTRAL LIBRARY,"201 W MIFFLIN ST, MADISON, WI 53703-2511",608-266-6290,,Government,-89.387519,43.073625,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 52,Madison Municipal Building,"215 MARTIN LUTHER KING JR BLVD, MADISON, WI 53703-3388",,,Government,-89.381137,43.073307,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 53,CAPITOL LAKES RETIREMENT,"333 W MAIN ST, MADISON, WI 53703-2777",608-283-2000,,Private,-89.38697815,43.0707016,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 54,SMITH HALL,"35 N PARK ST, MADISON, WI 53715",,LAINES LOUNGE,Government,-89.400368,43.069038,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 55,PORCHLIGHT,"306 N BROOKS ST, MADISON, WI 53715-1082",608-257-2534,,Private,-89.402937,43.072444,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 56,Sellery Hall,"821 W JOHNSON ST, MADISON, WI 53706-1701",,,Other,-89.399082,43.071506,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 57,UW-MADISON MEMORIAL LIBRARY,"728 STATE ST, MADISON, WI 53706-1418",608-262-6526,,Government,-89.39801,43.075345,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 58,UW Memorial Union,"800 LANGDON ST, MADISON, WI 53706-1419",,,School,-89.399878,43.076229,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 59,UW-MADISON FRANK HOLT CENTER,"1650 KRONSHAGE DR, MADISON, WI 53706-1203",608-262-8803,,Government,-89.414351,43.077892,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 60,EAGLE HEIGHTS COMMUNITY CENTER,"611 EAGLE HTS, MADISON, WI 53705-1501",2193846,,Private,-89.436469,43.088241,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 61,FIRST CONGREGATIONAL CHURCH,"1609 UNIVERSITY AVE, MADISON, WI 53726-4040",608-233-9751,,Religious,-89.414477,43.073259,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 62,BLESSED SACRAMENT CATHOLIC CHURCH,"2131 ROWLEY AVE, MADISON, WI 53726-3943",608-238-3471,,Religious,-89.422727,43.066657,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 63,WEST HIGH SCHOOL,"30 ASH ST, MADISON, WI 53726-3954",608-576-6033,,School,-89.42709351,43.06875992,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 64,HOYT SCHOOL,"3802 REGENT ST, MADISON, WI 53705-5221",608-204-3014,,School,-89.439349,43.068621,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 65,WINGRA SCHOOL,"718 GILMORE ST, MADISON, WI 53711-1995",608-238-2525,,School,-89.434189,43.054855,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 66,SAINT JAMES CATHOLIC SCHOOL,"1204 SAINT JAMES CT, MADISON, WI 53715-1345",608-256-3095,,School,-89.406064,43.06607,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 67,BRITTINGHAM APARTMENTS,"755 BRAXTON PL, MADISON, WI 53715-1456",608-575-4472,,Government,-89.398372,43.065576,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 68,TRINITY UNITED METHODIST CHURCH,"1123 VILAS AVE, MADISON, WI 53715-1547",608-257-4591,,Religious,-89.405075,43.062801,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 69,BJARNE ROMNES APARTMENTS,"540 W OLIN AVE, MADISON, WI 53715-2510",608-209-8375,,Government,-89.391455,43.054681,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 70,BRIDGE LAKE POINT WAUNONA NEIGHBORHOOD CENTER,"1917 LAKE POINT DR, MADISON, WI 53713-1681",608-441-6991,,Private,-89.347067,43.048085,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 71,BADGER ROCK NEIGHBORHOOD CENTER,"501 E BADGER RD, MADISON, WI 53713-2120",2749111,,School,-89.377411,43.037693,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 72,Catholic Multicultural Center,"1862 BELD ST, MADISON, WI 53713-1310",,,Religious,-89.393517,43.045927,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 73,VILLAGE ON PARK,"2300 S PARK ST, MADISON, WI 53713-1997",,,Private,-89.395486,43.040975,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 74,LEOPOLD ELEMENTARY,"2602 POST RD, MADISON, WI 53713-3528",608-204-4240,,School,-89.421648,43.027289,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 75,LEOPOLD ELEMENTARY,"2602 POST RD, MADISON, WI 53713-3528",608-204-4240,,School,-89.421648,43.027289,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 76,REVIVAL RIDGE APARTMENTS,"2313 ALLIED DR, MADISON, WI 53711-4598",608-266-4601,,Private,-89.459219,43.028404,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 77,TOKI MIDDLE SCHOOL,"5606 RUSSETT RD, MADISON, WI 53711-3568",608-204-4740,,School,-89.475251,43.033725,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 78,THOREAU ELEMENTARY SCHOOL,"3870 NAKOMA RD, MADISON, WI 53711-3016",608-204-6952,,School,-89.442431,43.045891,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 79,SEQUOYA  LIBRARY,"4340 TOKAY BLVD, MADISON, WI 53711-1567",608-266-4601,,Government,-89.450553,43.0538,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 80,MIDVALE ELEMENTARY,"502 CAROMAR DR, MADISON, WI 53711-1525",608-204-6715,,School,-89.449782,43.057056,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 81,MIDVALE ELEMENTARY,"502 CAROMAR DR, MADISON, WI 53711-1525",608-204-6715,,School,-89.449782,43.057056,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 82,Midtown Madison Police District,"4020 MINERAL POINT RD, MADISON, WI 53705",,Community Room,Government,-89.443166,43.061272,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 83,COVENANT PRESBYTERIAN CHURCH,"326 S SEGOE RD, MADISON, WI 53705-4955",608-233-6297,,Religious,-89.458186,43.061556,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 84,Mount Olive Lutheran Church,"110 N WHITNEY WAY, MADISON, WI 53705-2719",,,Religious,-89.468961,43.069665,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 85,Wellspring United Methodist Church,"5702 SOUTH HILL DR, MADISON, WI 53705",,,Religious,-89.4792735,43.064775,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 86,Asbury United Methodist Church,"6101 UNIVERSITY AVE, MADISON, WI 53705",,,Religious,-89.485902,43.088598,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 87,JOHN MUIR ELEMENTARY SCHOOL,"6602 INNER DR, MADISON, WI 53705-4219",2193914,,School,-89.494762,43.06804,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 88,ALICIA ASHMAN LIBRARY,"733 N HIGH POINT RD, MADISON, WI 53717-2237",608-266-6342,,Government,-89.517787,43.076118,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 89,OAKWOOD VILLAGE UNIVERSITY WOODS,"6205 MINERAL POINT RD, MADISON, WI 53705-4576",608-230-4699,,Private,-89.487376,43.05956,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 90,MADISON ICE ARENA,"725 FORWARD DR, MADISON, WI 53711-2442",608-204-7606,,Private,-89.486946,43.048361,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 91,FALK ELEMENTARY,"6323 WOODINGTON WAY, MADISON, WI 53711-3162",608-204-2180,,School,-89.48973084,43.04021072,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 92,MEADOWRIDGE LIBRARY,"5726 RAYMOND RD, MADISON, WI 53711-4232",,,Government,-89.47911,43.032467,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 93,GOOD SHEPHERD LUTHERAN CHURCH,"5701 RAYMOND RD, MADISON, WI 53711-4231",608-271-6633,,Religious,-89.4777832,43.03118515,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 94,GOOD SHEPHERD LUTHERAN CHURCH,"5701 RAYMOND RD, MADISON, WI 53711-4231",608-271-6633,,Religious,-89.4777832,43.03118515,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 95,MEADOWRIDGE LIBRARY,"5726 RAYMOND RD, MADISON, WI 53711-4232",,,Government,-89.47911,43.032467,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 96,HERITAGE CONGREGATIONAL CHURCH,"3102 PRAIRIE RD, MADISON, WI 53719-1578",___-___-____,,Religious,-89.492236,43.019899,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 97,SAINT MARY'S CARE CENTER,"3401 MAPLE GROVE DR, MADISON, WI 53719-5013",608-845-0582,,Private,-89.497348,43.011285,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 98,CHAVEZ ELEMENTARY,"3502 MAPLE GROVE DR, MADISON, WI 53719-4879",608-442-2000,,School,-89.500246,43.009843,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 99,HERITAGE CONGREGATIONAL CHURCH,"3102 PRAIRIE RD, MADISON, WI 53719-1578",___-___-____,,Religious,-89.492236,43.019899,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 100,MERITER MCKEE CLINIC,"3102 MERITER WAY, MADISON, WI 53719-5833",608-417-8800,,Private,-89.527694,43.017316,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 101,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.50376,43.037877,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 102,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.50376,43.037877,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 103,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",608-213-0501,,Government,-89.497652,43.033697,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 104,MADISON ICE ARENA,"725 FORWARD DR, MADISON, WI 53711-2442",608-204-7606,,Private,-89.486946,43.048361,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 105,COVENTRY VILLAGE,"7707 N BROOKLINE DR, MADISON, WI 53719-3510",608-829-0603,,Private,-89.51874542,43.04904938,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 106,BLACKHAWK CHURCH,"9620 BRADER WAY, MIDDLETON, WI 53562-9296",608-828-4200,,Religious,-89.55416107,43.06245422,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 107,COVENTRY VILLAGE,"7707 N BROOKLINE DR, MADISON, WI 53719-3510",608-829-0603,,Private,-89.51874542,43.04904938,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 108,LUSSIER COMMUNITY EDUCATION CENTER,"55 S GAMMON RD, MADISON, WI 53717-1479",8334979,,Private,-89.501904,43.066372,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 109,HIGH POINT CHURCH,"7702 OLD SAUK RD, MADISON, WI 53717-1221",608-836-3236,,Religious,-89.516049,43.076365,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 110,ATTIC ANGEL ASSOCIATION,"640 JUNCTION RD, MADISON, WI 53717-2106",608-662-8900,,Private,-89.527979,43.074309,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 111,THE JEFFERSON,"9401 OLD SAUK RD, MIDDLETON, WI 53562-4409",608-831-4038,,Private,-89.550568,43.074028,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 112,BLACK HAWK MIDDLE SCHOOL,"1402 WYOMING WAY, MADISON, WI 53704-1447",608-204-4360,,School,-89.370334,43.146452,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 113,BRIDGE LAKE POINT WAUNONA NEIGHBORHOOD CENTER,"1917 LAKE POINT DR, MADISON, WI 53713-1681",608-441-6991,,Private,-89.347067,43.048085,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 114,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",608-213-0501,,Government,-89.497652,43.033697,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 115,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",608-213-0501,,Government,-89.497652,43.033697,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 116,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",608-213-0501,,Government,-89.497652,43.033697,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 117,MADISON ICE ARENA,"725 FORWARD DR, MADISON, WI 53711-2442",608-204-7606,,Private,-89.486946,43.048361,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 118,BLACK HAWK MIDDLE SCHOOL,"1402 WYOMING WAY, MADISON, WI 53704-1447",608-204-4360,,School,-89.370334,43.146452,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 119,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.50376,43.037877,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 120,ATTIC ANGEL ASSOCIATION,"640 JUNCTION RD, MADISON, WI 53717-2106",608-662-8900,,Private,-89.527979,43.074309,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 121,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.50376,43.037877,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 122,THE JEFFERSON,"9401 OLD SAUK RD, MIDDLETON, WI 53562-4409",608-831-4038,,Private,-89.550568,43.074028,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 123,GLENDALE ELEMENTARY SCHOOL,"1201 TOMPKINS DR, MADISON, WI 53716-3272",608-516-41,,School,-89.31206,43.057848,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 124,THE JEFFERSON,"9401 OLD SAUK RD, MIDDLETON, WI 53562-4409",608-831-4038,,Private,-89.550568,43.074028,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 125,BLACKHAWK CHURCH,"9620 BRADER WAY, MIDDLETON, WI 53562-9296",608-828-4200,,Religious,-89.55416107,43.06245422,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 126,EASTSIDE EVANGELICAL LUTHERAN CHURCH,"2310 INDEPENDENCE LN, MADISON, WI 53704-3528",608-244-3045,,Religious,-89.310947,43.129429,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 127,COVENTRY VILLAGE,"7707 N BROOKLINE DR, MADISON, WI 53719-3510",608-829-0603,,Private,-89.51874542,43.04904938,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 128,Oak Park Place,"718 JUPITER DR, MADISON, WI 53718-2950",,,Private,-89.283118,43.087395,2020 Spring Primary
DANE COUNTY,CITY OF MADISON,Ward 129,DOOR CREEK CHURCH,"6602 DOMINION DR, MADISON, WI 53718-3248",0,,Religious,-89.264546,43.091965,2020 Spring Primary
