"POLL PLACE ID","POLLING PLACE NAME","VOTER COUNT"
"DALLAS","93316","GYM","190"
"DALLAS","93274","GYM","143"
"DALLAS","93099","GYM","152"
"DALLAS","93311","GYM","52"
"DALLAS","93333","GYM","149"
"DALLAS","93269","GYM","123"
"DALLAS","93128","GYM","25"
"DALLAS","93136","GYM","34"
"DALLAS","93279","GYM","128"
"DALLAS","93190","GYM","296"
"DALLAS","93085","GYM","65"
"DALLAS","93290","GYM","144"
"DALLAS","93391","GYM","289"
"DALLAS","93091","GYM","152"
"DALLAS","93195","GYM","178"
"DALLAS","93339","GYM","207"
"DALLAS","93055","GYM","55"
"DALLAS","92963","GYM","27"
"DALLAS","93159","GYM","218"
"DALLAS","93341","GYM","172"
"DALLAS","93292","GYM","168"
"DALLAS","93271","GYM","287"
"DALLAS","93356","GYM","244"
"DALLAS","93294","GYM","44"
"DALLAS","93077","GYM","57"
"DALLAS","93320","GYM","218"
"DALLAS","92920","GYM","112"
"DALLAS","92928","GYM","211"
"DALLAS","93245","GYM","26"
"DALLAS","93300","GYM","229"
"DALLAS","93100","GYM","56"
"DALLAS","93039","GYM","22"
"DALLAS","93363","GYM","28"
"DALLAS","92927","GYM","92"
"DALLAS","93096","GYM","46"
"DALLAS","93323","GYM","93"
"DALLAS","93337","GYM","249"
"DALLAS","92929","GYM","146"
"DALLAS","93131","GYM","20"
"DALLAS","93355","GYM","231"
"DALLAS","93286","GYM","119"
"DALLAS","93092","GYM","106"
"DALLAS","93310","GYM","81"
"DALLAS","93335","GYM","233"
"DALLAS","93889","GYM","25"
"DALLAS","93210","GYM","7"
"DALLAS","93352","GYM B","101"
"DALLAS","93059","GYM LOBBY","97"
"DALLAS","93248","GYM, C111","345"
"DALLAS","93221","GYM, RM 218A","58"
"DALLAS","93169","GYM, RM 503","9"
"DALLAS","93057","GYM, RM 701A","71"
"DALLAS","93365","GYM, RM 807","29"
"DALLAS","93251","HUNSAKER HALL","38"
"DALLAS","92978","KINDERGARTEN HALL","13"
"DALLAS","93185","KITCHEN","32"
"DALLAS","93004","LARGE ACTIVITY RM","7"
"DALLAS","93298","LARGE ACTIVITY ROOM","65"
"DALLAS","93347","LARGE ACTIVITY ROOM","269"
"DALLAS","93208","LARGE GYM","87"
"DALLAS","93016","LARGE RM","57"
"DALLAS","93407","LARGE RM","594"
"DALLAS","93218","LARGE RM","188"
"DALLAS","93019","LARGE RM","120"
"DALLAS","93375","LARGE ROOM","99"
"DALLAS","93227","LARGE ROOM","212"
"DALLAS","93731","LIBRARY","47"
"DALLAS","93262","LIBRARY","33"
"DALLAS","93351","LIBRARY","64"
"DALLAS","92966","LIBRARY","46"
"DALLAS","93205","LIBRARY","144"
"DALLAS","93238","LIBRARY","9"
"DALLAS","93852","LIBRARY","25"
"DALLAS","93856","LIBRARY","40"
"DALLAS","93354","LIBRARY","201"
"DALLAS","93309","LIBRARY","26"
"DALLAS","93368","LIBRARY","29"
"DALLAS","93305","LIBRARY","116"
"DALLAS","93036","LIBRARY","54"
"DALLAS","93343","LIBRARY","77"
"DALLAS","93370","LIBRARY","9"
"DALLAS","93230","LIBRARY","86"
"DALLAS","93034","LIBRARY","63"
"DALLAS","93233","LIBRARY","14"
"DALLAS","93359","LIBRARY","32"
"DALLAS","93171","LIBRARY","19"
"DALLAS","93220","LIBRARY","314"
"DALLAS","93302","LIBRARY","76"
"DALLAS","93268","LIBRARY","135"
"DALLAS","93046","LIBRARY","109"
"DALLAS","93160","LIBRARY","225"
"DALLAS","93043","LIBRARY","50"
"DALLAS","93162","LIBRARY, RM 184","8"
"DALLAS","93166","LIBRARY, RM 201","17"
"DALLAS","93854","LIBRARY, ROOM 111","55"
"DALLAS","92986","LIFE CENTER","3"
"DALLAS","92948","LOBBY","78"
"DALLAS","93071","LOBBY","84"
"DALLAS","93411","LOBBY","20"
"DALLAS","93388","LOBBY","221"
"DALLAS","93389","M105","38"
"DALLAS","93307","MAIN ENTRANCE","108"
"DALLAS","93326","MAIN ENTRANCE","21"
"DALLAS","92954","MAIN ENTRY FOYER","49"
"DALLAS","93301","MAIN GYM","96"
"DALLAS","93270","MAIN HALL OFFICE","224"
"DALLAS","93851","MAIN LOBBY","215"
"DALLAS","92953","MAIN LOBBY","2"
"DALLAS","92996","MAIN LOBBY","6"
"DALLAS","93444","MAIN LOBBY","169"
"DALLAS","93382","MAIN LOBBY","15"
"DALLAS","93175","MAIN LOBBY","204"
"DALLAS","93405","MAIN LOBBY","447"
"DALLAS","93009","MAIN LOBBY","10"
"DALLAS","93200","MAIN LOBBY","8"
"DALLAS","93377","MAIN LOBBY","2"
"DALLAS","92916","MAIN LOBBY","60"
"DALLAS","93252","MAIN LOBBY","80"
"DALLAS","93181","MAIN ROOM","63"
"DALLAS","93037","MAIN ROOM","64"
"DALLAS","93406","MEETING RM 150","462"
"DALLAS","93122","MEETING ROOM","65"
"DALLAS","93293","MEETING ROOM","66"
"DALLAS","93384","MEETING ROOM","117"
"DALLAS","93254","MEETING ROOM","270"
"DALLAS","93253","MESQUITE RM","199"
"DALLAS","93408","METTING ROOM","120"
"DALLAS","93020","MONTGOMERY THEATER FOYER","89"
"DALLAS","93393","MTG RM 1-3","300"
"DALLAS","92969","MULTI PURPOSE RM","105"
"DALLAS","93040","MULTI PURPOSE RM","172"
"DALLAS","93367","MULTI PURPOSE ROOM 141","20"
"DALLAS","93246","MULTI PURPOSE, RM 102","70"
"DALLAS","93225","MULTI-PURPOSE BLDG","11"
"DALLAS","93206","MULTI-PURPOSE RM","171"
"DALLAS","92875","MULTIPURPOSE RM","38"
"DALLAS","93297","MUSIC RM","80"
"DALLAS","93281","MUSIC RM, D113","70"
"DALLAS","93178","NANCE HALL","107"
"DALLAS","93386","NELSON HALL","392"
"DALLAS","93066","P4","46"
"DALLAS","92951","PARISH HALL","87"
"DALLAS","93152","PARLOR","201"
"DALLAS","92962","PARLOR","61"
"DALLAS","93417","PARLOR","647"
"DALLAS","93364","PORTABLE #20 A","19"
"DALLAS","93041","PORTABLE 119","41"
"DALLAS","93427","PROGRAM RM","548"
"DALLAS","93308","PROGRAM RM","137"
"DALLAS","93431","PROGRAM RM 150","287"
"DALLAS","93287","PROJECT RM","46"
"DALLAS","93379","RM 100","6"
"DALLAS","93108","RM 101","55"
"DALLAS","93045","RM 102","34"
"DALLAS","93156","RM 107","132"
"DALLAS","93394","RM 108","49"
"DALLAS","93321","RM 109","81"
"DALLAS","93089","RM 109","40"
"DALLAS","93371","RM 110 & 111","105"
"DALLAS","92869","RM 114","12"
"DALLAS","93105","RM 6","58"
"DALLAS","93402","RM A","69"
"DALLAS","93236","ROOM 104","23"
"DALLAS","93415","ROOM F-105","62"
"DALLAS","93397","ROOMS 141-142","32"
"DALLAS","92924","SAINTS RM","92"
"DALLAS","92977","SANCTUARY","7"
"DALLAS","93299","SANCTUARY","23"
"DALLAS","92955","SANCTUARY ENTRANCE","5"
"DALLAS","93053","SANCTUARY FOYER","80"
"DALLAS","93239","SANCTUARY, SITUATION RM","29"
"DALLAS","93263","SE 118 HALL ENTRANCE 3","143"
"DALLAS","93330","SM GYM","58"
"DALLAS","93296","SM GYM","25"
"DALLAS","93289","SM GYM","75"
"DALLAS","93329","SM GYM","122"
"DALLAS","92933","SMALL GYM","53"
"DALLAS","93314","SMALL GYM","202"
"DALLAS","93184","SMALL GYM","248"
"DALLAS","93360","SMALL GYM","29"
"DALLAS","93102","SMALL GYM","96"
"DALLAS","93338","SMALL GYM","54"
"DALLAS","93272","SMALL GYM","68"
"DALLAS","93317","SMALL GYM","73"
"DALLAS","93322","SMALL GYM","81"
"DALLAS","93332","SMALL GYM","62"
"DALLAS","93331","SMALL GYM","75"
"DALLAS","93244","SMALL OUTSIDE GYM","432"
"DALLAS","93226","SMALL RM","35"
"DALLAS","93198","SMALL RM","18"
"DALLAS","93213","SMALL RM","95"
"DALLAS","93412","SMALL RM","71"
"DALLAS","93133","SMALL RM A","210"
"DALLAS","93249","SOUTH GYM","180"
"DALLAS","93325","SPECTATOR GYM FOYER","71"
"DALLAS","93334","SPECTATOR GYM FOYER","179"
"DALLAS","92941","SPIGNER WING","3"
"DALLAS","93119","STAGE","38"
"DALLAS","93291","TEACHER WORK RM","5"
"DALLAS","93383","TRAINING ROOM","201"
"DALLAS","93387","W-BLDG RM 105","94"
"DALLAS","93188","WATER/LAND RESOURCES BLDG","57"
"DALLAS","93138","WATSON HALL","200"
"DALLAS","93232","WESLEY HALL, LOYALTY RM","38"
"DALLAS","93420","WEST ALCOVE","418"
"DAWSON","24406","FORREST PARK","739"
"DEAF SMITH","90816","CAVINESS SPORTSPLEX","140"
"DEAF SMITH","28126","DEAF SMITH COUNTY COURTHOUSE","322"
"DEAF SMITH","7048","HEREFORD COMMUNITY CENTER","193"
"DEAF SMITH","90817","HEREFORD SENIOR CITIZENS CENTER","120"
"DELTA","23984","DELTA COUNTY CIVIC CENTER","68"
"DELTA","27128","EAST DELTA COMMUNITY CENTER","113"
"DELTA","7055","ENLOE COMMUNITY CENTER","72"
"DELTA","7052","FIRST BAPTIST CHURCH","104"
"DELTA","27141","KLONDIKE COMMUNITY CENTER","147"
"DELTA","22118","NEW LIFE BAPTIST CHURCH","33"
"DELTA","90403","PECAN GAP COMMUNITY CENTER","88"
"DENTON","91416","A10","574"
"DENTON","91401","ARMADILLO ROOM","590"
"DENTON","94579","ASSEMBLY HALL","337"
"DENTON","94438","ATRIUM","289"
"DENTON","91391","AUBREY","196"
"DENTON","94574","BAND HALL- OUTDOOR ENTRANCE","322"
"DENTON","91395","BANQUET ROOM","367"
"DENTON","91531","BOARD ROOM","688"
"DENTON","91399","CHILL ZONE","496"
"DENTON","94542","COMMUNITY CENTER","637"
"DENTON","94430","COMMUNITY ROOM","391"
"DENTON","91534","COMMUNITY ROOM","432"
"DENTON","91412","COMMUNITY ROOM","205"
"DENTON","91524","COMMUNITY ROOM","481"
"DENTON","91410","COMMUNITY ROOM","260"
"DENTON","94521","COMMUNITY ROOM","645"
"DENTON","94435","CONFERENCE ROOM","304"
"DENTON","91404","CONFERENCE ROOM, SUITE 901","360"
"DENTON","94577","COUNCIL CHAMBERS","213"
"DENTON","91396","COUNCIL WORK ROOM/COUNCIL CHAMBERS","421"
"DENTON","91414","DENTON","496"
"DENTON","91397","DOUBLE OAK","434"
"DENTON","91515","EXERCISE ROOM","353"
"DENTON","94540","FAIR HALL","262"
"DENTON","94526","FELLOWSHIP CENTER","326"
"DENTON","94570","FELLOWSHIP HALL","314"
"DENTON","94539","FELLOWSHIP HALL","558"
"DENTON","94524","FELLOWSHIP HALL","451"
"DENTON","94535","FELLOWSHIP HALL","488"
"DENTON","94547","FELLOWSHIP HALL","373"
"DENTON","94528","FELLOWSHIP HALL","120"
"DENTON","94544","FELLOWSHIP HALL","267"
"DENTON","94440","FELLOWSHIP HALL","262"
"DENTON","94537","FELLOWSHIP HALL","347"
"DENTON","94529","FELLOWSHIP ROOM","110"
"DENTON","94546","FELLOWSHIP ROOM","298"
"DENTON","94523","FOYER","759"
"DENTON","94531","FOYER","440"
"DENTON","94519","FOYER","335"
"DENTON","94525","FOYER","578"
"DENTON","94536","GYM","557"
"DENTON","94522","GYM","119"
"DENTON","94575","GYM","452"
"DENTON","94543","GYM/PAVILLION","261"
"DENTON","94571","GYMNASIUM","403"
"DENTON","94573","JODY SMITH HALL","422"
"DENTON","94538","LIBRARY","576"
"DENTON","91519","LOBBY","398"
"DENTON","94532","MAIN COMMUNITY ROOM","332"
"DENTON","91518","MEDINA ROOM/HERITAGE ROOM","415"
"DENTON","91393","MEETING ROOM 1-2","426"
"DENTON","91415","OLD KID ZONE","322"
"DENTON","94578","PARISH HALL","167"
"DENTON","91406","PD TRAINING ROOM","359"
"DENTON","91521","ROBERTS ROOM","501"
"DENTON","94436","SANCTUARY","732"
"DENTON","94541","SMALL GYM","394"
"DENTON","94576","SMALL GYM","628"
"DENTON","91528","SMALL ROOM","212"
"DENTON","94433","TRAINING ROOM","410"
"DENTON","91402","TRAINING ROOM","297"
"DENTON","94572","WORSHIP CENTER","537"
"DENTON","94527","YOUTH BUILDING","497"
"DEWITT","89213","CATHOLIC CHURCH HALL","57"
"DEWITT","89215","CUERO CITY PARK","303"
"DEWITT","89593","EDUCATION CLASSROOM","220"
"DEWITT","89217","FELLOWSHIP HALL","68"
"DEWITT","89176","FELLOWSHIP HALL","150"
"DEWITT","89177","FELLOWSHIP HALL","374"
"DEWITT","89178","YOAKUM HOUSING AUTHORITY","253"
"DICKENS","7169","COMMUNITY CENTER","83"
"DICKENS","32241","COURTHROOM ANNEX","42"
"DICKENS","89475","DICKENS COUNTY MUSEUM","51"
"DICKENS","32814","FIRST BAPTIST CHURCH","35"
"DICKENS","7168","PATTON SPRINGS SCHOOL","21"
"DICKENS","7172","S.P.E.C. WILLIE ROOM","86"
"DONLEY","32561","FELLOWSHIP HALL","88"
"DONLEY","94271","FIRST UNITED METHODIST CHURCH","303"
"DONLEY","13882","HOWARDWICK CITY HALL","76"
"DUVAL","94621","BENAVIDES CIVIC CENTER","7"
"DUVAL","94622","CONCEPCION CIVIC CENTER","1"
"DUVAL","94627","FREER CIVIC CENTER","47"
"DUVAL","94620","SAN DIEGO CIVIC CENTER","16"
"ECTOR","91194","BACK CLINIC-CONFERENCE ROOM","145"
"ECTOR","91192","BALLROOM","74"
"ECTOR","91195","CONFERENCE ROOM","391"
"ECTOR","91225","DINING ROOM","84"
"ECTOR","91184","DISCOVER ROOM","256"
"ECTOR","91170","FELLOWSHIP HALL","248"
"ECTOR","91187","FELLOWSHIP HALL","26"
"ECTOR","91199","FOYER","391"
"ECTOR","91196","FOYER","87"
"ECTOR","91193","FOYER","149"
"ECTOR","91209","GYMNASIUM","92"
"ECTOR","91185","GYMNASIUM","326"
"ECTOR","91207","MAIN","28"
"ECTOR","91205","MAIN","51"
"ECTOR","91224","MAIN","1255"
"ECTOR","91188","MAIN","41"
"ECTOR","94594","MAIN","63"
"ECTOR","94593","MAIN","255"
"ECTOR","91202","MAIN","145"
"ECTOR","94595","MAIN","174"
"ECTOR","94592","MAIN","189"
"ECTOR","91226","MAIN","14"
"ECTOR","91186","MAIN","353"
"ECTOR","91198","MULTI-PURPOSE ROOM","70"
"ECTOR","91221","NON-SMOKING ROOM","69"
"ECTOR","91179","ROOM 1135","410"
"ECTOR","91200","SANCTUARY","240"
"ECTOR","91180","SOUTH ENTRANCE","86"
"EDWARDS","23955","ADMINISTRATIVE BUILDING","105"
"EDWARDS","7236","ANNEX","64"
"EDWARDS","93989","DISTANT LEARNING ROOM","63"
"EDWARDS","94655","FAMILY CENTER","35"
"EDWARDS","7234","PARK BUILDING","40"
"EL PASO","93868","3RD FLOOR","4"
"EL PASO","93574","500 HALL","64"
"EL PASO","93569","500 HALL","47"
"EL PASO","92860","ACTIVITY ROOM","252"
"EL PASO","92861","AL BUILDING 300-GSS ASSISTED LIVING","108"
"EL PASO","93531","ALASKA ROOM","85"
"EL PASO","93650","ANNEX","17"
"EL PASO","93609","APPARATUS BAY","20"
"EL PASO","92838","APPARATUS BAY","183"
"EL PASO","93522","APPARATUS BAY","76"
"EL PASO","92856","APPARATUS BAY","143"
"EL PASO","92817","APPARATUS BAY","165"
"EL PASO","92906","APPARATUS BAY","22"
"EL PASO","92893","APPARATUS BAY","38"
"EL PASO","92909","APPARATUS BAY","25"
"EL PASO","92874","APPARATUS BAY","26"
"EL PASO","92896","APPARATUS BAY","163"
"EL PASO","93598","ARD ROOM","28"
"EL PASO","92870","AUDITORIUM","112"
"EL PASO","92904","AUDITORIUM","35"
"EL PASO","92892","BACK ROOM IN CAFETERIA","85"
"EL PASO","92894","BACK ROOM IN GYM","86"
"EL PASO","92841","CAFETERIA","52"
"EL PASO","92886","CAFETERIA","117"
"EL PASO","92862","CAFETERIA","83"
"EL PASO","92877","CAFETERIA","8"
"EL PASO","92899","CAFETERIA","31"
"EL PASO","93503","CAFETERIA","12"
"EL PASO","93518","CAFETERIA","56"
"EL PASO","92903","CAFETERIA","48"
"EL PASO","92895","CAFETERIA","29"
"EL PASO","92890","CAFETERIA","111"
"EL PASO","93526","CAFETERIA","116"
"EL PASO","92867","CAFETERIA","58"
"EL PASO","93547","CARING ROOM","98"
"EL PASO","92907","CHILDREN'S MINISTRY CLASSROOM, BACKSIDE ENTRANCE","69"
"EL PASO","92868","CLASSROOM 1","23"
"EL PASO","92820","CLASSROOM 1","248"
"EL PASO","93636","CLASSROOM 2","31"
"EL PASO","93557","CLINT ROOM","65"
"EL PASO","92871","CLUB HOUSE","64"
"EL PASO","92806","COMMUNITY ROOM","64"
"EL PASO","93646","COMMUNITY ROOM","20"
"EL PASO","93524","COMMUNITY ROOM","24"
"EL PASO","93653","COMMUNITY ROOM","29"
"EL PASO","92857","COMMUNITY ROOM","80"
"EL PASO","92805","COUNCIL ROOM","44"
"EL PASO","93605","ENTRANCE FOYER","39"
"EL PASO","93601","ENTRANCE HALLWAY","15"
"EL PASO","92808","ENTRY FOYER","41"
"EL PASO","92807","ENTRY FOYER","61"
"EL PASO","92889","EVENTS CENTER","33"
"EL PASO","92879","FINE ARTS LOBBY","8"
"EL PASO","92878","FIRST FLOOR, LOUNGE AREA, ROOM 102","8"
"EL PASO","92873","FOYER","9"
"EL PASO","93593","FOYER","161"
"EL PASO","93576","FOYER","92"
"EL PASO","93564","FRONT HALL","84"
"EL PASO","93623","FRONT OFFICE","30"
"EL PASO","92844","GYM","115"
"EL PASO","92884","GYM","145"
"EL PASO","93603","GYM","13"
"EL PASO","93539","GYM","109"
"EL PASO","92851","GYM","87"
"EL PASO","93520","GYM","14"
"EL PASO","93631","GYM","44"
"EL PASO","93537","GYM","74"
"EL PASO","93554","GYM","63"
"EL PASO","93551","GYM","51"
"EL PASO","93619","GYM","7"
"EL PASO","92882","GYM","117"
"EL PASO","93597","GYM","36"
"EL PASO","93534","GYM","146"
"EL PASO","93563","GYM","96"
"EL PASO","93667","GYM","70"
"EL PASO","93663","GYMNASIUM","76"
"EL PASO","93661","GYMNASIUM","31"
"EL PASO","93590","GYMNASIUM","80"
"EL PASO","93530","HALLWAY NEXT TO GYM","67"
"EL PASO","93599","LIBRARY","17"
"EL PASO","93596","LIBRARY","34"
"EL PASO","93561","LIBRARY","113"
"EL PASO","93621","LIBRARY","22"
"EL PASO","92883","LIBRARY","39"
"EL PASO","93665","LIBRARY","79"
"EL PASO","93671","LIBRARY","9"
"EL PASO","93567","LIBRARY","56"
"EL PASO","93572","LIBRARY","61"
"EL PASO","93594","LIBRARY","126"
"EL PASO","93570","LIBRARY","27"
"EL PASO","92901","LIBRARY","53"
"EL PASO","93552","LIBRARY","55"
"EL PASO","93673","LIBRARY","15"
"EL PASO","93618","LION'S DEN","47"
"EL PASO","92902","LOBBY","84"
"EL PASO","93658","LOBBY","33"
"EL PASO","93651","LOBBY","43"
"EL PASO","93607","LOBBY","19"
"EL PASO","93566","LOBBY","107"
"EL PASO","93543","LOBBY","120"
"EL PASO","93660","LOBBY","29"
"EL PASO","92848","LOWER LEVEL, EAST CORRIDOR","48"
"EL PASO","92905","MAIN GYM","50"
"EL PASO","92898","MAIN GYM LOBBY","32"
"EL PASO","92859","MAIN OFFICE FOYER","58"
"EL PASO","93550","MAIN OFFICE LOBBY","82"
"EL PASO","93670","MAIN ROOM","28"
"EL PASO","93668","MEETING ROOM","43"
"EL PASO","93625","MEETING ROOM","54"
"EL PASO","93536","MISSION ROOM","67"
"EL PASO","92865","MULTI-PURPOSE BUILDING","55"
"EL PASO","92888","MULTI-PURPOSE BUILDING","65"
"EL PASO","92864","MULTI-PURPOSE BUILDING (EDIFICIO DE","87"
"EL PASO","93615","MULTI-PURPOSE ROOM","25"
"EL PASO","93629","MULTI-PURPOSE ROOM","26"
"EL PASO","92908","MULTI-PURPOSE ROOM","42"
"EL PASO","93533","MULTI-PURPOSE ROOM","95"
"EL PASO","92913","MULTI-PURPOSE ROOM","19"
"EL PASO","93511","MULTI-PURPOSE ROOM","18"
"EL PASO","92866","MULTIPURPOSE BUILDING","112"
"EL PASO","92840","MULTIPURPOSE GYM","164"
"EL PASO","92897","MULTIPURPOSE GYM","102"
"EL PASO","92881","MULTIPURPOSE ROOM","145"
"EL PASO","92852","MULTIPURPOSE ROOM","133"
"EL PASO","92880","MULTIPURPOSE ROOM","288"
"EL PASO","93633","NURSE'S HALLWAY","29"
"EL PASO","93556","OLD GYM","62"
"EL PASO","93577","PARENT CENTER","93"
"EL PASO","92900","PARENT CENTER ROOM 105","57"
"EL PASO","93545","PORTABLE 7","59"
"EL PASO","92912","SECOND FLOOR, DANCE STUDIO","8"
"EL PASO","93514","SECOND FLOOR, ROOM #211","17"
"EL PASO","92863","SFLC FOYER","220"
"EL PASO","92910","SMALL GYM","6"
"EL PASO","92876","STUDENT LOUNGE","6"
"EL PASO","93645","TEACHER'S LOUNGE","90"
"EL PASO","93558","TEACHER'S LOUNGE","66"
"EL PASO","92872","THE LITTLE TEMPLE","17"
"EL PASO","93614","THEATER LOBBY","4"
"ELLIS","94234","ANNEX","67"
"ELLIS","27088","BLUEBONNET BALLROOM 1","1408"
"ELLIS","91474","CHURCH ANNEX","48"
"ELLIS","94242","COUNCIL CHAMBERS","429"
"ELLIS","94244","DINING HALL","171"
"ELLIS","91467","FAMILY ACTIVITY CENTER","251"
"ELLIS","91480","FELLOWSHIP HALL","206"
"ELLIS","94237","FELLOWSHIP HALL","64"
"ELLIS","91473","FELLOWSHIP HALL","541"
"ELLIS","94236","FELLOWSHIP HALL","6"
"ELLIS","91487","FELLOWSHIP HALL","282"
"ELLIS","94235","FELLOWSHIP HALL","95"
"ELLIS","91470","FELLOWSHIP HALL","165"
"ELLIS","91476","FELLOWSHIP HALL","208"
"ELLIS","94238","FELLOWSHIP HALL","125"
"ELLIS","94243","FELLOWSHIP HALL","118"
"ELLIS","94245","FELLOWSHIP HALL","158"
"ELLIS","94246","FIDELIS HALL","304"
"ELLIS","91475","FLEX RM BLDG B","269"
"ELLIS","91488","FOYER","405"
"ELLIS","91471","GYM","734"
"ELLIS","25272","HOUSE OF MANNA RM","141"
"ELLIS","91469","LEARNING CENTER","149"
"ELLIS","32824","LOBBY","568"
"ELLIS","91468","MAIN ROOM","389"
"ELLIS","94241","MAIN ROOM","96"
"ELLIS","94249","MTG ROOM C","153"
"ELLIS","7393","PITTS ROOM","480"
"ELLIS","7414","PORTABLE BLDG","315"
"ELLIS","94239","RAMS ROOM","277"
"ELLIS","94247","SANCTUARY","83"
"ELLIS","91477","SANCTUARY","302"
"ELLIS","94240","SANCTUARY","160"
"ELLIS","91472","TRUSSELL MTG RM","288"
"ELLIS","94248","VENUE ROOM","265"
"ERATH","7421","ENTERPRISE ROOM","235"
"ERATH","7427","ENTRANCE AREA OF NEW GYMNASIUM","135"
"ERATH","20429","INSIDE BANK","500"
"ERATH","89211","JUSTICE OF THE PEACE COURTROOM","364"
"ERATH","7429","MAIN ROOM","163"
"ERATH","7428","MAIN ROOM","203"
"ERATH","7435","MEETING AREA","171"
"ERATH","18759","MEETING ROOM","237"
"ERATH","12360","OUTSIDE COUNTY CLERK'S OFFICE","910"
"ERATH","7433","ROOM ASSIGNED EACH ELECTION","209"
"FALLS","7442","BTW ALUMNI BUILDING","13"
"FALLS","7447","CHILTON V.F.DE.D","143"
"FALLS","7439","CHURCH OF CHRIST ANNEX","75"
"FALLS","7446","D. BROWN LIBRARY","155"
"FALLS","7441","DAVIS CHAPEL UNITED METHODIST CHURCH","6"
"FALLS","24902","GOLINDA CITY HALL","123"
"FALLS","7448","LOTT FIRE STATION","138"
"FALLS","32620","MARLIN HOUSING AUTHORITY","39"
"FALLS","7437","METHODIST CHURCH FELLOWSHIP HALL","46"
"FALLS","7438","OTTO COMMUNITY HALL","120"
"FALLS","7443","PLEASANT GROVE BAPTIST CHURCH ANNEX","101"
"FALLS","7440","REAGAN HOMECOMING BLDG","73"
"FALLS","7445","WESTPHALIA COMM. CENTER","151"
"FANNIN","89624","1ST BAPTIST CHURCH","338"
"FANNIN","91599","BAILEY CITY HALL","84"
"FANNIN","30787","DODD CITY - CITY HALL","94"
"FANNIN","32917","ECTOR CHURCH OF CHRIST","167"
"FANNIN","7454","IVANHOE FIRST BAPTIST CHURCH","90"
"FANNIN","7452","LADONIA CITY HALL","98"
"FANNIN","33412","LEONARD CITY HALL","509"
"FANNIN","94339","LYDAY HALL","335"
"FANNIN","89618","PRESBYTERIAN NORTH BONHAM","395"
"FANNIN","30848","RANDOLPH 1ST BAPTIST CHURCH","105"
"FANNIN","30849","RAVENNA COMMUNITY CENTER","165"
"FANNIN","30826","SAVOY 1ST BAPTIST CHURCH","249"
"FANNIN","89555","TELEPHONE BAPTIST CHURCH","206"
"FANNIN","7450","WEST BONHAM (AMORY) CIVIC CENTER","114"
"FANNIN","94331","WINDOM BAPTIST CHURCH","77"
"FAYETTE","7469","CHURCH OF CHRIST  1","212"
"FAYETTE","7493","COUNTY BUILDING 1","512"
"FAYETTE","7471","EDUCATIONAL BUILDING 1","199"
"FAYETTE","7474","FAYETTEVILLE COMMUNITY CENTER 1","415"
"FAYETTE","7486","FLATONIA CIVIC CENTER-1","437"
"FAYETTE","7491","HOLMAN PARISH HALL 1","132"
"FAYETTE","7480","HOLY CROSS LUTHERAN CHURCH-FELLOWSHIP HALL-1","199"
"FAYETTE","7470","LA GRANGE CITY HALL  1","248"
"FAYETTE","7484","MULDOON BAPTIST CHURCH-1","135"
"FAYETTE","7477","ROUND TOP COURTHOUSE 1","453"
"FAYETTE","7482","ST PETER AND PAUL CHURCH-1","169"
"FAYETTE","7489","SWISS ALP FARM BUREAU BUILDING 1","84"
"FISHER","90026","ADMINISTRATION BUILDING","94"
"FISHER","18862","DISTRICT COURTROOM","114"
"FISHER","90798","FBC FELLOWSHIP HALL","102"
"FISHER","7499","ROTAN COMMUNITY CENTER","95"
"FLOYD","89134","COURTHOUSE ANNEX","245"
"FLOYD","89135","METHODIST CHURCH","162"
"FOARD","11978","BASEMENT","77"
"FOARD","23957","EXTENSION OFFICE","93"
"FORT BEND","90904",""SPRINT ROOM"","169"
"FORT BEND","90954","1ST ROOM TO THE RIGHT","130"
"FORT BEND","90889","ACTIVITY ROOM "BIG"","294"
"FORT BEND","90905","ATRIUM","517"
"FORT BEND","90890","AUDITORIUM LOBBY","237"
"FORT BEND","90930","BALLROOM","169"
"FORT BEND","90916","BANQUET HALL","687"
"FORT BEND","90952","BOARD ROOM","257"
"FORT BEND","90975","BRAZOS ROOM","200"
"FORT BEND","90899","BUILDING D","248"
"FORT BEND","90931","CAFETERIA","74"
"FORT BEND","90947","CHURCH SANCTUARY","101"
"FORT BEND","90875","CITY HALL BACK BOARDROOM","173"
"FORT BEND","90850","CLASSROOM","101"
"FORT BEND","90972","CLUBHOUSE","259"
"FORT BEND","90891","CLUBHOUSE","287"
"FORT BEND","90976","CLUBHOUSE","190"
"FORT BEND","90863","COMMUNITY CENTER","720"
"FORT BEND","90979","COMMUNITY CENTER","32"
"FORT BEND","90943","COMMUNITY CENTER AUDITORIUM","91"
"FORT BEND","90969","COMMUNITY ROOM","648"
"FORT BEND","90929","COMMUNITY ROOM","234"
"FORT BEND","90938","COUNCIL CHAMBERS","335"
"FORT BEND","90874","DINING ROOM HALL-FRONT","139"
"FORT BEND","90848","ED BUILDING","1"
"FORT BEND","90936","EVENT SPACE","30"
"FORT BEND","90957","EXTENDED DAY ROOM","21"
"FORT BEND","90974","FELLOWSHIP HALL","334"
"FORT BEND","90914","FELLOWSHIP HALL","262"
"FORT BEND","90883","FELLOWSHIP HALL","5"
"FORT BEND","90868","FELLOWSHIP HALL","152"
"FORT BEND","90918","FOYER","69"
"FORT BEND","90896","FOYER","122"
