HINDI,County,Municipality,Reporting Unit,Registrants,Late Registrants,Election Day Registrants,Total Ballots,Total Voters,Paper Ballots,Optical Scan Ballots,DRE,Auto-Mark,Ballots Counted At,Total Election Inspectors,Split Shifts?,Difficulty Obtaining?,16-17,18-25,26-40,41-60,61-70,71+,Polling Place Name,Shared?,Provisional - No DL,Provisional - No POR,Counted,Rejected,Absentee Issued,Absentee In-Person,Absentee Not Returned,Absentee Undeliverable,Received By Election Day,Received By Friday,Absentee Counted,Absentee Rejected,Abssentee Late,FWAB Received,FWAB Counted,FWAB Rejected,FWAB Late,Military Issued,Military Unreturned,Military Undeliverable,Military By Election Day,Military By Friday,Military Counted,Military Rejected,Military Late,Overseas Issued,Overseas Unreturned,Overseas Undeliverable,Overseas By Election Day,Overseas By Friday,Overseas Counted,Overseas Rejected,Overseas Late
16181,DOUGLAS COUNTY,VILLAGE OF SOLON SPRINGS,Ward 1,418,5,65,351,351,1,350,0,0,Polling Place,7,Yes,2 Somewhat difficult,0,0,1,3,3,0,Solon Springs Comm Center,No,0,0,0,0,21,9,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16182,DOUGLAS COUNTY,VILLAGE OF SUPERIOR,Ward 1,432,0,42,297,297,0,297,0,0,Polling Place,4,Yes,3 Neither difficult nor easy,0,0,0,1,0,3,Superior Village Hall,No,0,0,0,0,14,12,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16281,DOUGLAS COUNTY,CITY OF SUPERIOR,"Ward 1-3,7-8",3061,22,304,1856,1856,0,1856,0,0,Polling Place,11,No,2 Somewhat difficult,0,0,0,1,6,5,Central Assembly of God,Yes,0,0,0,0,190,49,14,8,165,1,165,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,3,0,0
16281,DOUGLAS COUNTY,CITY OF SUPERIOR,"Ward 17-19,30-32",2177,4,214,995,995,0,995,0,0,Polling Place,11,No,2 Somewhat difficult,0,0,0,1,3,6,BILLINGS PARK CIVIC CENTE,Yes,0,0,0,0,109,22,20,3,83,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,0,0
16281,DOUGLAS COUNTY,CITY OF SUPERIOR,Ward 23-29,3058,25,196,1669,1669,0,1669,0,0,Polling Place,11,No,2 Somewhat difficult,0,0,0,4,5,2,BILLINGS PARK CIVIC CENTE,Yes,0,0,0,0,141,41,29,4,107,1,106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0
16281,DOUGLAS COUNTY,CITY OF SUPERIOR,"Ward 13-16,20-22",3036,16,264,1727,1727,0,1727,0,0,Polling Place,11,No,2 Somewhat difficult,0,0,1,0,7,4,WITC,Yes,1,0,0,1,132,56,23,0,107,2,107,0,2,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0
16281,DOUGLAS COUNTY,CITY OF SUPERIOR,"Ward 4-6,9-12",2972,10,240,1664,1664,0,1664,0,0,Polling Place,11,No,2 Somewhat difficult,0,0,0,0,3,8,Zion Lutheran Church,Yes,0,0,0,0,137,55,12,4,120,1,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,3,0,0
17002,DUNN COUNTY,TOWN OF COLFAX,Ward 1-3,659,1,17,391,391,16,0,375,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,3,7,0,TOWN OF COLFAX TOWN HALL,No,0,0,0,0,10,8,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17004,DUNN COUNTY,TOWN OF DUNN,Ward 1-2,835,3,76,504,504,0,282,222,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,1,2,2,0,TOWN OF DUNN HALL,No,0,0,0,0,22,9,0,0,22,0,22,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17006,DUNN COUNTY,TOWN OF EAU GALLE,Ward 1,491,5,13,253,253,0,96,157,0,Polling Place,7,No,3 Neither difficult nor easy,0,0,1,1,4,1,ST HENRY'S PARISH,No,0,0,0,0,18,10,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17008,DUNN COUNTY,TOWN OF ELK MOUND,Ward 1-3,978,2,82,599,599,48,274,277,0,Polling Place,7,No,2 Somewhat difficult,0,0,0,1,3,3,ELK MOUND TOWN HALL,No,0,0,0,0,15,5,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17010,DUNN COUNTY,TOWN OF GRANT,Ward 1-2,261,0,15,180,180,0,89,91,0,Polling Place,4,Yes,5 Very easy,0,0,0,2,2,0,TOWN OF GRANT HALL,No,0,0,0,0,5,2,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17012,DUNN COUNTY,TOWN OF HAY RIVER,Ward 1-2,328,2,19,212,212,0,59,153,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,0,0,3,HAY RIVER TOWN HALL,No,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17014,DUNN COUNTY,TOWN OF LUCAS,Ward 1,476,0,18,263,263,0,110,153,0,Polling Place,4,Yes,2 Somewhat difficult,0,0,0,2,2,0,TOWN OF LUCAS,No,0,0,0,0,5,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17016,DUNN COUNTY,TOWN OF MENOMONIE,Ward 1-3,1950,4,126,1164,1164,0,1148,16,0,Polling Place,13,Yes,1 Very difficult,0,0,0,1,12,0,MENOMONIE TOWN HALL,No,0,0,0,0,40,20,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17018,DUNN COUNTY,TOWN OF NEW HAVEN,Ward 1,373,0,26,211,211,30,0,181,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,2,2,2,NEW HAVEN TOWN HALL,No,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17020,DUNN COUNTY,TOWN OF OTTER CREEK,Ward 1,289,0,12,183,183,63,0,120,0,Polling Place,4,Yes,5 Very easy,0,0,0,0,3,1,TOWN OF OTTER CREEK,No,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17022,DUNN COUNTY,TOWN OF PERU,Ward 1,134,0,11,82,82,4,0,78,0,Polling Place,3,Yes,3 Neither difficult nor easy,0,0,1,2,0,0,PERU TOWN HALL,No,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17024,DUNN COUNTY,TOWN OF RED CEDAR,Ward 1-3,1353,0,76,768,769,2,553,213,0,Polling Place,14,Yes,2 Somewhat difficult,0,0,2,2,8,2,TOWN OF RED CEDAR,Yes,0,0,0,0,20,60,0,0,16,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0
17026,DUNN COUNTY,TOWN OF ROCK CREEK,Ward 1,569,0,39,373,373,0,177,196,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,2,1,0,ROCK CREEK TOWN HALL,No,0,0,0,0,9,4,1,0,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17028,DUNN COUNTY,TOWN OF SAND CREEK,Ward 1,316,1,24,231,231,58,173,0,0,Polling Place,6,No,4 Somewhat easy,0,0,0,0,4,2,ART RECREATION AND THEATE,No,0,0,0,0,6,4,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17030,DUNN COUNTY,TOWN OF SHERIDAN,Ward 1,261,0,15,166,166,0,77,89,0,Polling Place,6,No,2 Somewhat difficult,0,0,0,2,2,2,SHERIDAN TOWN HALL,No,0,0,0,0,6,2,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17032,DUNN COUNTY,TOWN OF SHERMAN,Ward 1,543,3,40,337,337,0,168,169,0,Polling Place,6,Yes,4 Somewhat easy,0,0,1,3,2,0,TOWN OF SHERMAN,No,0,0,0,0,8,3,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17034,DUNN COUNTY,TOWN OF SPRING BROOK,Ward 1-2,952,2,62,612,612,0,370,242,0,Polling Place,8,Yes,4 Somewhat easy,0,0,0,3,5,0,SPRING BROOK TOWN HALL,No,0,0,0,0,27,17,1,0,26,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17036,DUNN COUNTY,TOWN OF STANTON,Ward 1,452,0,34,253,253,37,0,216,0,Polling Place,4,Yes,4 Somewhat easy,0,0,0,1,0,3,TOWN OF STANTON SHOP,No,0,0,0,0,11,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17038,DUNN COUNTY,TOWN OF TAINTER,Ward 1-3,1561,2,102,924,924,0,697,227,0,Polling Place,17,Yes,5 Very easy,0,0,0,3,10,4,Tainter Town Hall,No,0,0,0,0,58,42,1,0,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17040,DUNN COUNTY,TOWN OF TIFFANY,Ward 1-2,375,2,21,212,212,0,124,88,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,0,3,3,TIFFANY TOWN HALL,Yes,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
17042,DUNN COUNTY,TOWN OF WESTON,Ward 1-2,345,0,15,197,197,3,88,106,0,Polling Place,6,Yes,5 Very easy,0,0,0,1,1,4,TOWN OF WESTON HALL,No,1,0,2,1,6,4,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17044,DUNN COUNTY,TOWN OF WILSON,Ward 1,273,0,6,169,169,0,115,54,0,Polling Place,4,Yes,3 Neither difficult nor easy,0,0,1,2,1,0,TOWN OF WESTON,No,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17106,DUNN COUNTY,VILLAGE OF BOYCEVILLE,Ward 1,513,0,33,265,265,0,43,222,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,0,2,5,2,COMMUNITY CENTER,No,1,0,1,0,4,2,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111,DUNN COUNTY,VILLAGE OF COLFAX,Ward 1-2,577,20,49,354,354,0,229,125,0,Polling Place,5,No,5 Very easy,0,0,0,0,2,3,COLFAX MUNICIPAL BUILDING,No,0,0,0,0,28,21,0,0,28,1,29,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17116,DUNN COUNTY,VILLAGE OF DOWNING,Ward 1,120,0,5,57,57,0,0,57,0,Polling Place,7,Yes,5 Very easy,0,0,0,3,3,1,LUPKE CABINET SHOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17121,DUNN COUNTY,VILLAGE OF ELK MOUND,Ward 1,414,2,57,281,281,0,107,174,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,0,1,4,4,Elk Mound Village Hall,No,0,0,0,0,11,9,0,0,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17141,DUNN COUNTY,VILLAGE OF KNAPP,Ward 1,239,0,11,152,152,16,0,136,0,Polling Place,8,Yes,3 Neither difficult nor easy,0,0,0,1,4,3,KNAPP VILLAGE HALL,No,0,0,0,0,14,1,1,0,13,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17176,DUNN COUNTY,VILLAGE OF RIDGELAND,Ward 1,107,0,10,71,71,0,30,41,0,Polling Place,3,No,5 Very easy,0,0,0,0,0,3,VILLAGE HALL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17191,DUNN COUNTY,VILLAGE OF WHEELER,Ward 1,0,0,10,69,69,5,0,64,0,Polling Place,4,Yes,3 Neither difficult nor easy,0,0,0,0,0,0,2,No,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 2,797,5,85,495,498,0,368,127,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,1,0,3,9,Shops off Broadway,Yes,0,0,0,0,38,20,2,0,36,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 3,871,11,268,439,443,0,266,173,0,Polling Place,8,Yes,2 Somewhat difficult,0,0,1,1,4,3,Dunn County Government Ce,Yes,0,0,0,0,31,29,0,0,31,0,31,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 4,678,17,166,256,257,0,139,117,0,Polling Place,8,Yes,2 Somewhat difficult,0,0,1,1,4,3,Dunn County Government Ce,Yes,0,0,0,0,21,18,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 6,737,10,133,417,401,0,169,246,0,Polling Place,8,Yes,2 Somewhat difficult,0,0,1,1,2,4,National Guard Armory,No,0,0,0,0,18,13,0,0,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 5,775,12,373,449,450,0,255,194,0,Polling Place,9,Yes,2 Somewhat difficult,0,0,1,1,4,3,UW Stout Commons,Yes,0,0,0,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 7,749,7,289,378,365,0,226,152,0,Polling Place,9,Yes,2 Somewhat difficult,0,0,1,1,4,3,UW Stout Commons,Yes,0,0,0,0,16,10,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 1,953,4,79,585,582,0,428,157,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,1,0,3,9,Shops off Broadway,Yes,0,0,0,0,91,33,2,0,85,4,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 10,890,7,133,568,570,0,405,163,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,0,1,5,8,CVTC,Yes,0,0,0,0,70,42,0,0,68,2,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 8,648,12,113,328,327,0,208,120,0,Polling Place,10,Yes,2 Somewhat difficult,0,0,0,0,2,8,leisure service center,Yes,1,0,0,0,31,23,1,0,30,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 9,805,8,130,441,438,0,279,158,0,Polling Place,10,Yes,2 Somewhat difficult,0,0,0,0,2,8,leisure service center,Yes,0,0,0,0,29,16,1,0,28,0,28,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,2,0,2,0,0
17251,DUNN COUNTY,CITY OF MENOMONIE,Ward 11,809,5,68,515,517,0,395,120,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,0,1,5,8,cvtc,Yes,0,0,0,0,71,41,2,0,68,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18002,EAU CLAIRE COUNTY,TOWN OF BRIDGE CREEK,Wards 1-2,689,0,45,435,435,0,302,133,0,Polling Place,5,No,2 Somewhat difficult,0,0,0,2,1,2,Bridge Creek Town Hall,No,0,0,0,0,11,6,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18004,EAU CLAIRE COUNTY,TOWN OF BRUNSWICK,Wards 1-2,1140,4,71,783,783,0,605,178,0,Polling Place,12,Yes,4 Somewhat easy,0,0,0,0,10,2,Brunswick Town Hall,No,0,0,0,0,21,5,1,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18006,EAU CLAIRE COUNTY,TOWN OF CLEAR CREEK,Wards 1-2,454,0,38,306,306,6,216,84,0,Central Count,7,Yes,4 Somewhat easy,0,0,0,0,5,2,Clear Creek Town Hall,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18008,EAU CLAIRE COUNTY,TOWN OF DRAMMEN,Ward 1,478,0,28,344,344,0,247,97,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,3,7,0,Drammen Town Hall,No,1,0,0,1,10,6,0,0,10,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18010,EAU CLAIRE COUNTY,TOWN OF FAIRCHILD,Ward 1,160,0,13,113,113,1,77,35,0,Polling Place,5,Yes,5 Very easy,0,0,0,0,3,2,Tw of Fairchild Town Hall,No,0,0,0,0,4,2,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
18012,EAU CLAIRE COUNTY,TOWN OF LINCOLN,Wards 1-2,676,0,47,453,453,0,235,218,0,Polling Place,5,No,1 Very difficult,0,0,0,2,1,2,Lincoln Town Hall,No,0,0,0,0,6,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
18014,EAU CLAIRE COUNTY,TOWN OF LUDINGTON,Ward 1,631,0,26,446,446,8,298,140,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,0,2,3,Ludington Town Hall,No,0,0,0,0,14,7,2,0,11,1,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18016,EAU CLAIRE COUNTY,TOWN OF OTTER CREEK,Ward 1,279,0,21,182,182,0,121,61,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,0,1,2,Otter Creek Town Hall,No,0,0,0,0,7,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18018,EAU CLAIRE COUNTY,TOWN OF PLEASANT VALLEY,Wards 1-4,2277,3,171,1669,1669,0,1588,81,0,Polling Place,12,Yes,4 Somewhat easy,0,0,0,4,4,4,Town Hall/Fire Station,No,0,0,0,0,75,33,3,0,62,10,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18020,EAU CLAIRE COUNTY,TOWN OF SEYMOUR,Wards 1-6,2113,7,137,1456,1456,0,1285,171,0,Polling Place,13,Yes,3 Neither difficult nor easy,0,0,0,1,6,6,Seymour Town Hall,No,0,0,0,0,149,115,1,1,32,0,32,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18022,EAU CLAIRE COUNTY,TOWN OF UNION,Wards 1-4,1596,3,139,1029,1029,0,994,35,0,Polling Place,8,Yes,1 Very difficult,0,0,0,1,4,3,Union Town Hall,No,0,0,0,0,29,16,13,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18024,EAU CLAIRE COUNTY,TOWN OF WASHINGTON,Ward 1-13,4705,22,302,3202,3202,0,3196,6,0,Polling Place,26,Yes,2 Somewhat difficult,0,0,0,7,13,3,Town of Washington,No,1,0,0,1,538,433,6,3,522,7,529,0,0,0,0,0,0,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
18026,EAU CLAIRE COUNTY,TOWN OF WILSON,Ward 1,228,0,17,132,131,0,2,130,0,Polling Place with Central Count Absentee,9,Yes,3 Neither difficult nor easy,0,0,0,2,5,2,Wilson Town Hall,No,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18126,EAU CLAIRE COUNTY,VILLAGE OF FAIRCHILD,Ward 1,236,0,18,135,135,0,76,59,0,Polling Place,5,No,4 Somewhat easy,0,0,0,1,2,2,Fairchild Fire Hall,No,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18127,EAU CLAIRE COUNTY,VILLAGE OF FALL CREEK,Wards 1-2,800,8,78,539,539,0,493,46,0,Polling Place,10,Yes,2 Somewhat difficult,0,0,0,2,4,4,Fall Creek Village Hall,No,1,0,1,0,43,21,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18201,EAU CLAIRE COUNTY,CITY OF ALTOONA,Ward 1,532,7,42,363,363,2,326,35,0,Polling Place,23,Yes,4 Somewhat easy,0,0,0,3,9,11,Altoona City Hall,Yes,0,0,0,0,93,41,2,0,89,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18201,EAU CLAIRE COUNTY,CITY OF ALTOONA,Wards 2-3,676,4,57,382,383,1,79,302,0,Polling Place,23,Yes,4 Somewhat easy,0,0,0,3,9,11,Altoona City Hall,Yes,0,0,0,0,43,28,0,0,42,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18201,EAU CLAIRE COUNTY,CITY OF ALTOONA,Wards 4-5,742,13,46,503,502,0,409,94,0,Polling Place,23,Yes,4 Somewhat easy,0,0,0,3,9,11,Altoona City Hall,Yes,0,0,0,0,92,68,3,0,89,0,89,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18201,EAU CLAIRE COUNTY,CITY OF ALTOONA,Wards 6-11,2192,33,207,1495,1495,6,1287,202,0,Polling Place,23,Yes,4 Somewhat easy,0,0,0,3,9,11,Altoona City Hall,Yes,2,0,1,1,291,144,8,1,276,5,279,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18202,EAU CLAIRE COUNTY,CITY OF AUGUSTA,Wards 1-5,707,10,46,418,418,0,209,209,0,Polling Place,5,Yes,4 Somewhat easy,0,0,0,3,1,1,Augusta City Hall,Yes,1,0,1,0,33,20,2,1,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 1,585,11,81,333,332,0,293,40,0,Polling Place,21,Yes,1 Very difficult,0,0,1,3,11,6,OUR REDEEMER,Yes,0,0,0,0,40,33,0,0,39,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 28,428,1,28,308,308,0,231,77,0,Polling Place,20,Yes,1 Very difficult,0,1,0,5,4,10,HOPE,Yes,0,0,0,0,43,37,1,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 29,1374,16,163,914,915,0,694,220,0,Polling Place,14,Yes,1 Very difficult,0,0,1,5,4,4,GOOD SHEP,No,0,0,0,0,88,80,3,1,83,1,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 30,1169,12,146,802,801,2,670,130,0,Polling Place,22,Yes,1 Very difficult,0,0,0,2,9,11,SALEM,Yes,0,0,0,0,105,59,4,0,97,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 31,135,28,201,662,665,0,586,76,0,Polling Place,17,Yes,1 Very difficult,0,0,1,5,8,3,SPIRIT,Yes,1,0,0,1,113,75,3,1,106,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 32,1058,14,126,782,783,0,684,98,0,Polling Place,17,Yes,1 Very difficult,0,0,1,5,8,3,SPIRIT,Yes,0,0,0,0,95,83,1,0,93,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 33,432,3,41,265,270,0,210,55,0,Polling Place,20,Yes,1 Very difficult,0,0,0,2,10,8,CEDARCREEK,Yes,0,0,0,0,40,25,1,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 34,449,6,69,295,295,0,260,35,0,Polling Place,21,Yes,1 Very difficult,0,0,1,3,11,6,OUR REDEEMER,Yes,0,0,0,0,27,25,0,0,27,0,26,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 35,991,6,76,717,714,0,624,93,0,Polling Place,20,Yes,1 Very difficult,0,0,0,3,9,8,TRINITY,Yes,0,0,0,0,95,70,2,1,91,1,92,0,0,0,0,0,0,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 36,289,2,24,194,194,0,165,29,0,Polling Place,21,Yes,1 Very difficult,0,0,0,1,9,11,BIRCH ST,Yes,0,0,0,0,28,20,2,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 37,690,7,47,449,449,0,379,70,0,Polling Place,21,Yes,1 Very difficult,0,0,0,1,9,11,BIRCH ST,Yes,0,0,0,0,51,49,2,0,48,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 38,665,9,146,453,452,0,328,125,0,Polling Place,20,Yes,1 Very difficult,0,1,0,5,4,10,HOPE,Yes,0,0,0,0,48,36,1,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,EAU CLAIRE COUNTY,CITY OF EAU CLAIRE,Ward 39,987,12,128,613,613,0,508,105,0,Polling Place,20,Yes,1 Very difficult,0,0,0,2,10,8,CEDARCREEK,Yes,0,0,0,0,117,47,10,0,107,0,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
