"","CNTY_NAME","full_name","MCD_FIPS","OBJECTID","GEOID","CNTY_FIPS","COUSUBFP","MCD_NAME","CTV","JVTD2","LABEL","DOA","DOR","DOT","FIPS6","FIPS5","DOAChange","DOACngDate","Shape_Leng","Shape_Area","mean_logpoppskm","GOVDEM18","GOVTOT18","PERSONS","WHITE","closed","total","mcd_name1","mcd_name2","dem_pct18","dem_pct2","non_white_pct","closed_pct","HINDI","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016","turnout2016","turnout2020","diff_turnout","prov_pct2016","prov_pct2020","prov_pct_diff","abs_counted2020pct","abs_counted2016pct","diff_abs_pct","area","logppsqkm","diff_turnout_pct2","no_closed","abs_lost_pct2016","abs_not_returned_2020","not_returned_diff_pct"
"245","CLARK","TOWN OF HIXON","5501935050",243,"5501935050","55019","35050","HIXON","T","HIXON - T","HIXON - T","10024","10024","10024","019090","35050",NA,"2019/01/30",45847.7069146255,87379066.7064887,2.2528457577522,56,159,675,660,0,1,"HIXON","HIXON",35.2201257861635,1240.45726039318,2.22222222222222,0,10024,"CLARK COUNTY",124,232,0,0,0,8,8,0,149,263,0,0,0,2,0,1,0,1,56.6539923954373,53.448275862069,-3.2057165333683,0,0,0,6.45161290322581,0,6.45161290322581,87.3790667064667,2.04445694826613,-16.7785234899329,1,50,0,-100
"246","CLARK","TOWN OF HOARD","5501935125",244,"5501935125","55019","35125","HOARD","T","HOARD - T","HOARD - T","10026","10026","10026","019095","35125",NA,"2019/01/30",43600.8375672157,91052847.4153535,2.0608127345321,19,76,359,347,0,1,"HOARD","HOARD",25,625,3.34261838440111,0,10026,"CLARK COUNTY",153,300,0,0,0,16,16,0,168,286,1,1,0,8,8,0,0,0,58.7412587412587,51,-7.74125874125874,0.595238095238095,0,-0.595238095238095,10.4575163398693,4.76190476190476,5.69561157796452,91.0528474155273,1.37188230970616,-8.92857142857143,1,0,0,NA
"247","CLARK","TOWN OF LEVIS","5501943700",245,"5501943700","55019","43700","LEVIS","T","LEVIS - T","LEVIS - T","10028","10028","10028","019100","43700",NA,"2019/01/30",38890.8858645651,93608025.7729806,1.67162855112233,37,115,250,207,0,1,"LEVIS","LEVIS",32.1739130434783,1035.1606805293,17.2,0,10028,"CLARK COUNTY",133,278,0,0,0,14,14,0,166,280,0,0,0,1,1,0,0,0,59.2857142857143,47.841726618705,-11.4439876670092,0,0,0,10.5263157894737,0.602409638554217,9.92390615091947,93.6080257728424,0.982344792618279,-19.8795180722892,1,0,0,NA
"248","CLARK","TOWN OF LONGWOOD","5501945700",246,"5501945700","55019","45700","LONGWOOD","T","LONGWOOD - T","LONGWOOD - T","10030","10030","10030","019105","45700",NA,"2019/01/30",46201.5254390086,92188396.6257945,2.146220597276,41,114,544,540,0,1,"LONGWOOD","LONGWOOD",35.9649122807018,1293.47491535857,0.735294117647059,0,10030,"CLARK COUNTY",120,232,0,0,0,11,9,0,167,252,0,0,0,0,0,0,0,0,66.2698412698413,51.7241379310345,-14.5457033388068,0,0,0,7.5,0,7.5,92.1883966258087,1.77511497425863,-28.1437125748503,1,NA,2,Inf
"229","CLARK","CITY OF LOYAL","5501946075",247,"5501946075","55019","46075","Loyal","C","Loyal - C","Loyal - C","10246","10246","10246","019110","46075",NA,"2019/01/30",9382.07787404701,3456579.28998702,5.84607890714747,90,256,658,648,0,1,"LOYAL","LOYAL",35.15625,1235.9619140625,1.51975683890578,0,10246,"CLARK COUNTY",302,593,0,0,0,8,8,0,411,663,0,0,0,14,12,2,0,0,61.9909502262443,50.9274873524452,-11.0634628737992,0,0,0,2.64900662251656,2.91970802919708,-0.270701406680524,3.4565792900238,5.2489254757888,-26.5206812652068,1,14.2857142857143,0,-100
"249","CLARK","TOWN OF LOYAL","5501946100",248,"5501946100","55019","46100","LOYAL","T","LOYAL - T","LOYAL - T","10032","10032","10032","019115","46100",NA,"2019/01/30",48578.1347567775,89912878.2192706,2.25123907222596,44,198,710,705,0,1,"LOYAL","LOYAL",22.2222222222222,493.827160493827,0.704225352112676,0,10032,"CLARK COUNTY",117,282,0,0,0,46,46,0,183,301,0,0,0,2,2,0,0,0,60.797342192691,41.4893617021277,-19.3079804905634,0,0,0,39.3162393162393,1.09289617486339,38.2233431413759,89.9128782191162,2.06642378832643,-36.0655737704918,1,0,0,NA
"250","CLARK","TOWN OF LYNN","5501946625",249,"5501946625","55019","46625","LYNN","T","LYNN - T","LYNN - T","10034","10034","10034","019120","46625",NA,"2019/01/30",38542.6362536472,92159769.8154244,2.86065533353834,34,111,402,384,0,1,"LYNN","LYNN",30.6306306306306,938.235532830127,4.47761194029851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1597698154297,1.472928389337,NA,1,NA,NA,NA
"251","CLARK","TOWN OF MAYVILLE","5501950175",250,"5501950175","55019","50175","MAYVILLE","T","MAYVILLE - T","MAYVILLE - T","10036","10036","10036","019125","50175",NA,"2019/01/30",51573.3086861644,84235355.893429,2.4732295829289,25,103,332,295,0,1,"MAYVILLE","MAYVILLE",24.2718446601942,589.122443208597,11.144578313253,0,10036,"CLARK COUNTY",184,380,0,0,0,3,3,0,248,429,0,0,0,3,3,0,0,0,57.8088578088578,48.4210526315789,-9.38780517727886,0,0,0,1.6304347826087,1.20967741935484,0.420757363253857,84.2353558934021,1.37152023208099,-25.8064516129032,1,0,0,NA
"252","CLARK","TOWN OF MEAD","5501950275",251,"5501950275","55019","50275","MEAD","T","MEAD - T","MEAD - T","10038","10038","10038","019130","50275",NA,"2019/01/30",39306.9560206154,92287549.4110551,1.24580859053208,37,116,321,311,0,1,"MEAD","MEAD",31.8965517241379,1017.39001189061,3.11526479750779,0,10038,"CLARK COUNTY",70,150,0,0,0,10,10,0,107,167,0,0,0,2,2,0,0,0,64.0718562874251,46.6666666666667,-17.4051896207585,0,0,0,14.2857142857143,1.86915887850467,12.4165554072096,92.2875494111633,1.24653188334015,-34.5794392523364,1,0,0,NA
"253","CLARK","TOWN OF MENTOR","5501951125",252,"5501951125","55019","51125","MENTOR","T","MENTOR - T","MENTOR - T","10040","10040","10040","019135","51125",NA,"2019/01/30",41269.4040746,92507028.8421705,1.84192232443594,79,196,584,542,0,1,"MENTOR","MENTOR",40.3061224489796,1624.58350687214,7.19178082191781,0,10040,"CLARK COUNTY",126,259,0,0,0,11,11,0,160,296,0,0,0,2,2,0,0,0,54.0540540540541,48.6486486486487,-5.4054054054054,0,0,0,8.73015873015873,1.25,7.48015873015873,92.5070288421173,1.8426163537144,-21.25,1,0,0,NA
"230","CLARK","CITY OF NEILLSVILLE","5501955800",253,"5501955800","55019","55800","Neillsville","C","Neillsville - C","Neillsville - C","10261","10261","10261","019140","55800",NA,"2019/01/30",20874.8669830848,7369517.37626488,5.87194070340955,107,233,601,569,0,1,"NEILLSVILLE","NEILLSVILLE",45.9227467811159,2108.89867192249,5.32445923460898,0,10261,"CLARK COUNTY",628,1203,0,0,0,112,112,0,787,1263,0,0,0,76,72,4,0,1,62.3119556611243,52.2028262676642,-10.1091293934601,0,0,0,17.8343949044586,9.14866581956798,8.68572908489062,7.3695173764801,4.40124271535199,-20.2033036848793,1,5.26315789473684,0,-100
"231","CLARK","CITY OF OWEN","5501960825",254,"5501960825","55019","60825","Owen","C","Owen - C","Owen - C","10265","10265","10265","019145","60825",NA,"2019/01/30",21321.4849715954,6228028.32302403,4.60438373462769,60,128,310,304,0,1,"OWEN","OWEN",46.875,2197.265625,1.93548387096774,0,10265,"CLARK COUNTY",233,485,0,0,0,36,35,0,334,492,0,0,0,18,17,1,1,0,67.8861788617886,48.0412371134021,-19.8449417483866,0,0,0,15.0214592274678,5.08982035928144,9.93163886818638,6.22802832292175,3.90751249584248,-30.2395209580838,1,5.55555555555556,1,0
"254","CLARK","TOWN OF PINE VALLEY","5501963000",255,"5501963000","55019","63000","PINE VALLEY","T","PINE VALLEY - T","PINE VALLEY - T","10042","10042","10042","019150","63000",NA,"2019/01/30",68216.1496189646,86688577.7590486,2.51595667188221,70,213,457,440,0,1,"PINE VALLEY","PINE VALLEY",32.8638497652582,1080.03262139346,3.7199124726477,0,10042,"CLARK COUNTY",344,692,0,0,0,39,39,0,444,723,1,0,1,14,13,0,0,1,61.4107883817427,49.7109826589595,-11.6998057227832,0.225225225225225,0,-0.225225225225225,11.3372093023256,2.92792792792793,8.40928137439765,86.6885777587585,1.66236126020708,-22.5225225225225,1,0,0,NA
"255","CLARK","TOWN OF RESEBURG","5501967025",256,"5501967025","55019","67025","RESEBURG","T","RESEBURG - T","RESEBURG - T","10044","10044","10044","019155","67025",NA,"2019/01/30",48161.6959498136,92994978.8078913,2.11365053690357,62,135,705,674,0,1,"RESEBURG","RESEBURG",45.9259259259259,2109.19067215363,4.39716312056738,0,10044,"CLARK COUNTY",101,202,0,0,0,0,0,0,135,215,0,0,0,0,0,0,0,0,62.7906976744186,50,-12.7906976744186,0,0,0,0,0,0,92.994978807724,2.02565230243139,-25.1851851851852,1,NA,0,NA
"256","CLARK","TOWN OF SEIF","5501972450",257,"5501972450","55019","72450","SEIF","T","SEIF - T","SEIF - T","10046","10046","10046","019160","72450",NA,"2019/01/30",39688.0699567699,93259642.8603916,0.611383666722168,43,90,172,165,0,1,"SEIF","SEIF",47.7777777777778,2282.71604938272,4.06976744186047,0,10046,"CLARK COUNTY",61,114,0,0,0,4,4,0,74,123,0,0,0,1,1,0,0,0,60.1626016260163,53.5087719298246,-6.65382969619171,0,0,0,6.55737704918033,1.35135135135135,5.20602569782898,93.2596428604736,0.612107014944432,-17.5675675675676,1,0,0,NA
"257","CLARK","TOWN OF SHERMAN","5501973350",258,"5501973350","55019","73350","SHERMAN","T","SHERMAN - T","SHERMAN - T","10048","10048","10048","019165","73350",NA,"2019/01/30",38921.5544574572,90435087.3630844,2.33651412906792,56,236,744,706,0,1,"SHERMAN","SHERMAN",23.728813559322,563.056592933065,5.10752688172043,0,10048,"CLARK COUNTY",149,361,0,0,0,4,2,0,237,394,0,0,0,8,6,2,0,0,60.1522842639594,41.2742382271468,-18.8780460368126,0,0,0,1.34228187919463,2.53164556962025,-1.18936369042562,90.4350873630676,2.10740870819248,-37.1308016877637,1,25,2,0
"258","CLARK","TOWN OF SHERWOOD","5501973550",259,"5501973550","55019","73550","SHERWOOD","T","SHERWOOD - T","SHERWOOD - T","10050","10050","10050","019170","73550",NA,"2019/01/30",39433.7662657423,92942859.7225131,0.860854129676325,65,131,220,217,0,1,"SHERWOOD","SHERWOOD",49.618320610687,2461.97774022493,1.36363636363636,0,10050,"CLARK COUNTY",102,162,0,0,0,10,10,0,104,156,0,0,0,12,12,0,0,0,66.6666666666667,62.962962962963,-3.7037037037037,0,0,0,9.80392156862745,11.5384615384615,-1.73453996983409,92.9428597225189,0.861642653613071,-1.92307692307692,1,0,0,NA
"232","CLARK","CITY OF STANLEY","5501976625",260,"5501976625","55019","76625","Stanley","C","Stanley - C","Stanley - C","10281","10281","10281",NA,"76625","Added","2002/05/20",7194.68888987897,1331713.31191001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33171331195068,NA,NA,1,NA,NA,NA
"233","CLARK","CITY OF THORP","5501979625",261,"5501979625","55019","79625","Thorp","C","Thorp - C","Thorp - C","10286","10286","10286","019175","79625",NA,"2019/01/30",16989.5737840569,3837686.24004571,5.84333837384402,59,151,398,387,0,1,"THORP","THORP",39.0728476821192,1526.68742599009,2.76381909547739,0,10286,"CLARK COUNTY",385,832,0,0,0,50,47,0,526,873,0,0,0,39,34,4,0,1,60.2520045819015,46.2740384615385,-13.977966120363,0,0,0,12.2077922077922,6.4638783269962,5.74391388079601,3.83768624012756,4.64158236191941,-26.8060836501901,1,10.2564102564103,3,-25
"259","CLARK","TOWN OF THORP","5501979650",262,"5501979650","55019","79650","THORP","T","THORP - T","THORP - T","10052","10052","10052","019180","79650",NA,"2019/01/30",49869.1302633164,89575110.0541658,2.19631757008238,85,253,806,781,0,1,"THORP","THORP",33.596837944664,1128.74751988002,3.10173697270471,0,10052,"CLARK COUNTY",146,350,0,0,0,15,15,0,210,361,0,0,0,9,9,0,0,0,58.1717451523546,41.7142857142857,-16.4574594380689,0,0,0,10.2739726027397,4.28571428571429,5.98825831702544,89.5751100540619,2.19700625069162,-30.4761904761905,1,0,0,NA
"260","CLARK","TOWN OF UNITY","5501981825",263,"5501981825","55019","81825","UNITY","T","UNITY - T","UNITY - T","10054","10054","10054","019185","81825",NA,"2019/01/30",39363.1410084737,89932434.638712,2.27780414301666,79,262,878,843,0,1,"UNITY","UNITY",30.1526717557252,909.183614008508,3.98633257403189,0,10054,"CLARK COUNTY",162,344,0,0,0,13,13,0,216,345,0,0,0,8,8,0,0,0,62.6086956521739,47.093023255814,-15.51567239636,0,0,0,8.02469135802469,3.7037037037037,4.32098765432099,89.9324346387177,2.27858793147738,-25,1,0,0,NA
"270","CLARK","VILLAGE OF UNITY","5501981850",264,"5501981850","55019","81850","Unity","V","Unity - V","Unity - V","10186","10186","10186","019190","81850",NA,"2019/01/30",5046.25635645482,857876.960191589,5.0869738817178,12,44,139,134,0,1,"UNITY","UNITY",27.2727272727273,743.801652892562,3.59712230215827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857876960266113,5.0877685258613,NA,1,NA,NA,NA
"261","CLARK","TOWN OF WARNER","5501983350",265,"5501983350","55019","83350","WARNER","T","WARNER - T","WARNER - T","10056","10056","10056","019195","83350",NA,"2019/01/30",42018.3186600697,90513646.0199695,1.99235782268196,58,191,614,610,0,1,"WARNER","WARNER",30.3664921465969,922.123845289329,0.651465798045603,0,10056,"CLARK COUNTY",147,246,0,0,0,24,24,0,209,293,0,0,0,5,5,0,0,0,71.3310580204778,59.7560975609756,-11.5749604595022,0,0,0,16.3265306122449,2.39234449760766,13.9341861146372,90.5136460199127,1.91449430405772,-29.6650717703349,1,0,0,NA
"262","CLARK","TOWN OF WASHBURN","5501983575",266,"5501983575","55019","83575","WASHBURN","T","WASHBURN - T","WASHBURN - T","10058","10058","10058","019200","83575",NA,"2019/01/30",40006.1783841204,94010930.908633,1.12569743578619,35,135,290,279,0,1,"WASHBURN","WASHBURN",25.9259259259259,672.153635116598,3.79310344827586,0,10058,"CLARK COUNTY",84,164,0,0,0,4,4,0,105,172,0,0,0,9,9,0,0,0,61.046511627907,51.219512195122,-9.82699943278502,0,0,0,4.76190476190476,8.57142857142857,-3.80952380952381,94.0109309085999,1.12646986120954,-20,1,0,0,NA
"263","CLARK","TOWN OF WESTON","5501985925",267,"5501985925","55019","85925","WESTON","T","WESTON - T","WESTON - T","10060","10060","10060","019205","85925",NA,"2019/01/30",39257.3964669942,93756578.1245366,2.17704814469857,54,169,435,418,0,1,"WESTON","WESTON",31.9526627218935,1020.97265501908,3.90804597701149,0,10060,"CLARK COUNTY",153,325,0,0,0,29,29,0,230,359,0,0,0,5,5,0,0,0,64.066852367688,47.0769230769231,-16.9899292907649,0,0,0,18.9542483660131,2.17391304347826,16.7803353225348,93.756578124527,1.53464420203811,-33.4782608695652,1,0,0,NA
"271","CLARK","VILLAGE OF WITHEE","5501988275",268,"5501988275","55019","88275","Withee","V","Withee - V","Withee - V","10191","10191","10191","019215","88275",NA,"2019/01/30",9644.81519129657,2112035.97880023,5.43979561317582,85,211,487,471,0,1,"WITHEE","WITHEE",40.2843601895735,1622.82967588329,3.28542094455852,0,10191,"CLARK COUNTY",138,261,0,0,0,22,22,0,181,255,0,0,0,2,2,0,0,0,70.9803921568627,52.8735632183908,-18.1068289384719,0,0,0,15.9420289855072,1.10497237569061,14.8370566098166,2.11203597874451,5.44061172199328,-23.7569060773481,1,0,0,NA
"264","CLARK","TOWN OF WITHEE","5501988300",269,"5501988300","55019","88300","WITHEE","T","WITHEE - T","WITHEE - T","10062","10062","10062","019210","88300",NA,"2019/01/30",41167.4725933145,90912085.1160169,2.36255158638833,82,271,966,946,0,1,"WITHEE","WITHEE",30.2583025830258,915.564875205948,2.0703933747412,0,10062,"CLARK COUNTY",142,323,0,0,0,17,17,0,198,353,0,0,0,7,7,0,0,0,56.0906515580737,43.9628482972136,-12.12780326086,0,0,0,11.9718309859155,3.53535353535354,8.43647745056196,90.9120851159668,2.3632708922955,-28.2828282828283,1,0,0,NA
"265","CLARK","TOWN OF WORDEN","5501989125",270,"5501989125","55019","89125","WORDEN","T","WORDEN - T","WORDEN - T","10064","10064","10064","019220","89125",NA,"2019/01/30",38904.105600418,93347127.0736338,1.96427425193562,67,218,666,660,0,1,"WORDEN","WORDEN",30.7339449541284,944.575372443397,0.900900900900901,0,10064,"CLARK COUNTY",113,266,0,0,0,19,19,0,165,262,0,0,0,7,7,0,0,0,62.9770992366412,42.4812030075188,-20.4958962291224,0,0,0,16.8141592920354,4.24242424242424,12.5717350496112,93.3471270735779,1.96496457688508,-31.5151515151515,1,0,0,NA
"266","CLARK","TOWN OF YORK","5501989425",271,"5501989425","55019","89425","YORK","T","YORK - T","YORK - T","10066","10066","10066","019225","89425",NA,"2019/01/30",43453.3801004572,93382122.9268569,2.23759021206052,59,186,584,557,0,1,"YORK","YORK",31.7204301075269,1006.1856862065,4.62328767123288,0,10066,"CLARK COUNTY",189,368,0,0,0,16,16,0,234,399,0,0,0,6,4,0,0,0,58.6466165413534,51.3586956521739,-7.28792088917947,0,0,0,8.46560846560847,1.70940170940171,6.75620675620676,93.3821229269257,1.83320105926536,-19.2307692307692,1,0,0,NA
"297","COLUMBIA","VILLAGE OF ARLINGTON","5502102800",272,"5502102800","55021","02800","Arlington","V","Arlington - V","Arlington - V","11101","11101","11101","021010","02800",NA,"2019/01/30",10061.8853036326,2663289.99965032,5.72919020676298,229,454,819,790,0,1,"ARLINGTON","ARLINGTON",50.4405286343612,2544.24692891382,3.54090354090354,0,11101,"COLUMBIA COUNTY",267,523,0,0,0,17,17,0,321,510,0,0,0,7,6,0,0,1,62.9411764705882,51.0516252390057,-11.8895512315825,0,0,0,6.36704119850187,1.86915887850467,4.4978823199972,2.66328999969482,5.72852188332787,-16.8224299065421,1,0,0,NA
"276","COLUMBIA","TOWN OF ARLINGTON","5502102825",273,"5502102825","55021","02825","ARLINGTON","T","ARLINGTON - T","ARLINGTON - T","11002","11002","11002","021005","02825",NA,"2019/01/30",46079.9364572884,90331932.1852933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11002,"COLUMBIA COUNTY",272,504,0,0,0,13,13,0,349,524,0,0,0,18,17,0,0,1,66.6030534351145,53.968253968254,-12.6347994668605,0,0,0,4.77941176470588,4.87106017191977,-0.0916484072138886,90.3319321853027,NA,-22.0630372492837,1,0,0,NA
"277","COLUMBIA","TOWN OF CALEDONIA","5502111900",274,"5502111900","55021","11900","CALEDONIA","T","CALEDONIA - T","CALEDONIA - T","11004","11004","11004","021015","11900",NA,"2019/01/30",60117.7781305738,164256495.230389,2.14069007184008,321,569,934,902,0,1,"CALEDONIA","CALEDONIA",56.414762741652,3182.62545519689,3.42612419700214,0,11004,"COLUMBIA COUNTY",567,970,0,0,0,64,64,0,645,938,0,0,0,33,30,3,0,0,68.7633262260128,58.4536082474227,-10.3097179785901,0,0,0,11.2874779541446,4.65116279069767,6.63631516344695,164.256495230545,1.73804723686338,-12.093023255814,1,9.09090909090909,0,-100
"298","COLUMBIA","VILLAGE OF CAMBRIA","5502112200",275,"5502112200","55021","12200","Cambria","V","Cambria - V","Cambria - V","11111","11111","11111","021020","12200",NA,"2019/01/30",14687.7862530122,2673674.16823742,5.65835945169571,145,288,767,662,0,1,"CAMBRIA","CAMBRIA",50.3472222222222,2534.84278549383,13.6897001303781,0,11111,"COLUMBIA COUNTY",185,386,0,0,0,22,22,0,262,417,0,0,0,21,19,2,0,0,62.8297362110312,47.9274611398964,-14.9022750711348,0,0,0,11.8918918918919,7.25190839694656,4.63998349494533,2.67367416809082,5.65903318198534,-29.3893129770992,1,9.52380952380952,0,-100
"272","COLUMBIA","CITY OF COLUMBUS","5502116450",276,"5502116450","55021","16450","Columbus","C","Columbus - C","Columbus - C","11211","11211","11211","021025","16450",NA,"2019/01/30",22378.7603160953,11781140.1076997,6.85220730345811,130,229,462,424,0,1,"COLUMBUS","COLUMBUS",56.7685589519651,3222.66928548273,8.22510822510823,0,11211,"COLUMBIA COUNTY",1895,3053,0,0,0,440,436,0,1924,3109,0,0,0,199,194,1,0,4,61.8848504342232,62.0700949885359,0.185244554312639,0,0,0,23.0079155672823,10.0831600831601,12.9247554841222,11.7811401078796,3.66906493419009,-1.50727650727651,1,0.50251256281407,4,300
"278","COLUMBIA","TOWN OF COLUMBUS","5502116475",277,"5502116475","55021","16475","COLUMBUS","T","COLUMBUS - T","COLUMBUS - T","11006","11006","11006","021030","16475",NA,"2019/01/30",54998.8421576732,80716145.2452106,2.08537218844237,125,334,650,603,0,1,"COLUMBUS","COLUMBUS",37.4251497005988,1400.64183011223,7.23076923076923,0,11006,"COLUMBIA COUNTY",245,408,0,0,0,9,7,0,288,422,0,0,0,6,0,0,0,0,68.2464454976303,60.0490196078431,-8.1974258897872,0,0,0,2.85714285714286,0,2.85714285714286,80.7161452450104,2.08603374263018,-14.9305555555556,1,0,2,Inf
"279","COLUMBIA","TOWN OF COURTLAND","5502117325",278,"5502117325","55021","17325","COURTLAND","T","COURTLAND - T","COURTLAND - T","11008","11008","11008","021035","17325",NA,"2019/01/30",44572.4035840678,91706591.734942,1.7441437277658,84,233,525,498,0,1,"COURTLAND","COURTLAND",36.0515021459227,1299.71080697747,5.14285714285714,0,11008,"COLUMBIA COUNTY",143,286,0,0,0,1,1,0,182,284,0,0,0,3,3,0,0,0,64.0845070422535,50,-14.0845070422535,0,0,0,0.699300699300699,1.64835164835165,-0.949050949050949,91.7065917349701,1.7448040022162,-21.4285714285714,1,0,0,NA
"280","COLUMBIA","TOWN OF DEKORRA","5502119375",279,"5502119375","55021","19375","DEKORRA","T","DEKORRA - T","DEKORRA - T","11010","11010","11010","021040","19375",NA,"2019/01/30",65758.2217923807,116075233.604873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11010,"COLUMBIA COUNTY",896,1618,0,0,0,143,143,0,1067,1626,0,0,0,75,0,5,0,0,65.6211562115621,55.3770086526576,-10.2441475589045,0,0,0,15.9598214285714,0,15.9598214285714,116.075233604507,NA,-16.0262417994377,1,6.66666666666667,0,-100
"299","COLUMBIA","VILLAGE OF DOYLESTOWN","5502120775",280,"5502120775","55021","20775","Doylestown","V","Doylestown - V","Doylestown - V","11116","11116","11116","021045","20775",NA,"2019/01/30",12901.0364518185,10359451.667883,3.35514997182973,75,125,297,288,0,1,"DOYLESTOWN","DOYLESTOWN",60,3600,3.03030303030303,0,11116,"COLUMBIA COUNTY",84,161,0,0,0,5,5,0,118,162,0,0,0,1,1,0,0,0,72.8395061728395,52.1739130434783,-20.6655931293612,0,0,0,5.95238095238095,0.847457627118644,5.10492332526231,10.359451667923,3.35583283117875,-28.8135593220339,1,0,0,NA
"300","COLUMBIA","VILLAGE OF FALL RIVER","5502125150",281,"5502125150","55021","25150","Fall River","V","Fall River - V","Fall River - V","11126","11126","11126","021050","25150",NA,"2019/01/30",14967.3786619607,4906492.59269624,5.42662459988927,155,301,713,684,0,1,"FALL RIVER","FALL RIVER",51.4950166112957,2651.73673579762,4.06732117812062,0,11126,"COLUMBIA COUNTY",480,974,0,0,0,55,55,0,531,895,0,0,0,29,1,2,0,0,59.3296089385475,49.2813141683778,-10.0482947701697,0,0,0,11.4583333333333,0.188323917137476,11.2700094161959,4.90649259257507,4.97892207346771,-9.6045197740113,1,6.89655172413793,0,-100
"281","COLUMBIA","TOWN OF FORT WINNEBAGO","5502126725",282,"5502126725","55021","26725","FORT WINNEBAGO","T","FORT WINNEBAGO - T","FORT WINNEBAGO - T","11012","11012","11012","021055","26725",NA,"2019/01/30",57246.21965448,86531316.0340931,2.25412892391792,214,492,825,809,0,1,"FORT WINNEBAGO","FORT WINNEBAGO",43.4959349593496,1891.89635798797,1.93939393939394,0,11012,"COLUMBIA COUNTY",267,554,0,0,0,0,0,0,398,594,0,0,0,8,8,0,0,0,67.003367003367,48.1949458483755,-18.8084211549915,0,0,0,0,2.01005025125628,-2.01005025125628,86.5313160341644,2.25487700283869,-32.9145728643216,1,0,0,NA
"282","COLUMBIA","TOWN OF FOUNTAIN PRAIRIE","5502126875",283,"5502126875","55021","26875","FOUNTAIN PRAIRIE","T","FOUNTAIN PRAIRIE - T","FOUNTAIN PRAIRIE - T","11014","11014","11014","021060","26875",NA,"2019/01/30",53794.5817069574,89403792.2414137,1.95837298446559,121,258,527,522,0,1,"FOUNTAIN PRAIRIE","FOUNTAIN PRAIRIE",46.8992248062016,2199.53728742263,0.94876660341556,0,11014,"COLUMBIA COUNTY",298,540,0,0,0,30,29,0,357,583,0,0,0,12,0,0,0,0,61.2349914236707,55.1851851851852,-6.04980623848549,0,0,0,9.73154362416107,0,9.73154362416107,89.4037922415924,1.77403744845179,-16.5266106442577,1,0,1,Inf
"301","COLUMBIA","VILLAGE OF FRIESLAND","5502128000",284,"5502128000","55021","28000","Friesland","V","Friesland - V","Friesland - V","11127","11127","11127","021065","28000",NA,"2019/01/30",6575.32381063538,2618846.60547312,4.91153555465393,66,278,712,668,0,2,"FRIESLAND","FRIESLAND",23.7410071942446,563.635422597174,6.17977528089888,0,11127,"COLUMBIA COUNTY",98,160,0,0,0,17,17,0,134,194,0,0,0,6,6,0,0,0,69.0721649484536,61.25,-7.8221649484536,0,0,0,17.3469387755102,4.47761194029851,12.8693268352117,2.61884660539246,5.60534391751675,-26.865671641791,1,0,0,NA
"283","COLUMBIA","TOWN OF HAMPDEN","5502132375",285,"5502132375","55021","32375","HAMPDEN","T","HAMPDEN - T","HAMPDEN - T","11016","11016","11016","021070","32375",NA,"2019/01/30",38470.0193950483,92503548.6535146,1.82468928813367,142,316,574,543,0,1,"HAMPDEN","HAMPDEN",44.9367088607595,2019.30780323666,5.4006968641115,0,11016,"COLUMBIA COUNTY",228,369,0,0,0,0,0,0,275,373,0,0,0,11,11,0,0,0,73.7265415549598,61.7886178861789,-11.9379236687809,0,0,0,0,4,-4,92.503548653595,1.82538238871441,-17.0909090909091,1,0,0,NA
"284","COLUMBIA","TOWN OF LEEDS","5502143125",286,"5502143125","55021","43125","LEEDS","T","LEEDS - T","LEEDS - T","11018","11018","11018","021075","43125",NA,"2019/01/30",38405.2764935669,92536761.7252637,2.00918938803523,101,204,352,334,0,1,"LEEDS","LEEDS",49.5098039215686,2451.22068435217,5.11363636363636,0,11018,"COLUMBIA COUNTY",267,509,0,0,0,16,16,0,366,540,0,0,0,13,13,0,0,0,67.7777777777778,52.4557956777996,-15.3219820999782,0,0,0,5.99250936329588,3.55191256830601,2.44059679498987,92.5367617252197,1.33602518597531,-27.0491803278689,1,0,0,NA
