,,Voter Status,,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 1,41,6,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 2,44,6,
,DOOR - TOWN OF BRUSSELS - WARD 1,5,2,
,DOOR - TOWN OF BRUSSELS - WARD 2,8,3,
,DOOR - TOWN OF CLAYBANKS - WARD 1,6,2,
,DOOR - TOWN OF EGG HARBOR - WARD 1,54,2,
,DOOR - TOWN OF EGG HARBOR - WARD 2,18,4,
,DOOR - TOWN OF EGG HARBOR - WARD 3,3,,
,DOOR - TOWN OF FORESTVILLE - WARD 1,8,1,
,DOOR - TOWN OF FORESTVILLE - WARD 2,3,2,
,DOOR - TOWN OF GARDNER - WARD 1,7,1,
,DOOR - TOWN OF GARDNER - WARD 2,23,1,
,DOOR - TOWN OF GIBRALTAR - WARD 1,46,10,
,DOOR - TOWN OF GIBRALTAR - WARD 2,40,5,
,DOOR - TOWN OF JACKSONPORT - WARD 1,23,1,
,DOOR - TOWN OF JACKSONPORT - WARD 2,13,3,
,DOOR - TOWN OF LIBERTY GROVE - WARD 1,52,3,
,DOOR - TOWN OF LIBERTY GROVE - WARD 2,37,5,
,DOOR - TOWN OF LIBERTY GROVE - WARD 3,51,2,
,DOOR - TOWN OF NASEWAUPEE - WARD 1,21,8,
,DOOR - TOWN OF NASEWAUPEE - WARD 2,3,,
,DOOR - TOWN OF NASEWAUPEE - WARD 3,8,2,
,DOOR - TOWN OF SEVASTOPOL - WARD 1,22,7,
,DOOR - TOWN OF SEVASTOPOL - WARD 2,23,6,
,DOOR - TOWN OF SEVASTOPOL - WARD 3,46,6,
,DOOR - TOWN OF SEVASTOPOL - WARD 4,15,2,
,DOOR - TOWN OF SEVASTOPOL - WARD 5,57,18,
,DOOR - TOWN OF STURGEON BAY - WARD 1,7,,
,DOOR - TOWN OF STURGEON BAY - WARD 2,9,1,
,DOOR - TOWN OF UNION - WARD 1,20,8,
,DOOR - TOWN OF WASHINGTON - WARD 1,51,4,
,DOOR - VILLAGE OF EGG HARBOR - WARD 1,25,3,
,DOOR - VILLAGE OF EPHRAIM - WARD 1,30,2,
,DOOR - VILLAGE OF FORESTVILLE - WARD 1,5,1,
,DOOR - VILLAGE OF SISTER BAY - WARD 1,82,18,
,DOUGLAS - CITY OF SUPERIOR - WARD 1,22,4,
,DOUGLAS - CITY OF SUPERIOR - WARD 10,13,5,
,DOUGLAS - CITY OF SUPERIOR - WARD 11,13,3,
,DOUGLAS - CITY OF SUPERIOR - WARD 12,8,1,
,DOUGLAS - CITY OF SUPERIOR - WARD 13,29,19,
,DOUGLAS - CITY OF SUPERIOR - WARD 14,7,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 15,5,,
,DOUGLAS - CITY OF SUPERIOR - WARD 16,3,,
,DOUGLAS - CITY OF SUPERIOR - WARD 17,17,8,
,DOUGLAS - CITY OF SUPERIOR - WARD 18,5,,
,DOUGLAS - CITY OF SUPERIOR - WARD 19,2,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 2,5,,
,DOUGLAS - CITY OF SUPERIOR - WARD 20,,1,
,DOUGLAS - CITY OF SUPERIOR - WARD 21,16,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 22,5,,
,DOUGLAS - CITY OF SUPERIOR - WARD 23,28,4,
,DOUGLAS - CITY OF SUPERIOR - WARD 24,1,,
,DOUGLAS - CITY OF SUPERIOR - WARD 25,1,1,
,DOUGLAS - CITY OF SUPERIOR - WARD 26,4,,
,DOUGLAS - CITY OF SUPERIOR - WARD 27,25,7,
,DOUGLAS - CITY OF SUPERIOR - WARD 28,8,1,
,DOUGLAS - CITY OF SUPERIOR - WARD 29,1,1,
,DOUGLAS - CITY OF SUPERIOR - WARD 3,32,10,
,DOUGLAS - CITY OF SUPERIOR - WARD 30,4,3,
,DOUGLAS - CITY OF SUPERIOR - WARD 31,1,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 32,21,7,
,DOUGLAS - CITY OF SUPERIOR - WARD 4,5,3,
,DOUGLAS - CITY OF SUPERIOR - WARD 5,11,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 6,17,3,
,DOUGLAS - CITY OF SUPERIOR - WARD 7,27,11,
,DOUGLAS - CITY OF SUPERIOR - WARD 8,20,4,
,DOUGLAS - CITY OF SUPERIOR - WARD 9,1,1,
,DOUGLAS - TOWN OF AMNICON - WARD 1,3,2,
,DOUGLAS - TOWN OF AMNICON - WARD 2,1,2,
,DOUGLAS - TOWN OF BENNETT - WARD 1,9,1,
,DOUGLAS - TOWN OF BRULE - WARD 1,1,,
,DOUGLAS - TOWN OF BRULE - WARD 2,4,1,
,DOUGLAS - TOWN OF CLOVERLAND - WARD 1,2,1,
,DOUGLAS - TOWN OF DAIRYLAND - WARD 1,6,,
,DOUGLAS - TOWN OF GORDON - WARD 1,19,4,
,DOUGLAS - TOWN OF HAWTHORNE - WARD 1,2,,
,DOUGLAS - TOWN OF HIGHLAND - WARD 1,1,,
,DOUGLAS - TOWN OF LAKESIDE - WARD 1,2,1,
,DOUGLAS - TOWN OF MAPLE - WARD 1,5,3,
,DOUGLAS - TOWN OF OAKLAND - WARD 1,4,1,
,DOUGLAS - TOWN OF OAKLAND - WARD 2,12,2,
,DOUGLAS - TOWN OF PARKLAND - WARD 1,4,1,
,DOUGLAS - TOWN OF PARKLAND - WARD 2,1,,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 1,1,,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 2,9,,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 3,4,1,
,DOUGLAS - TOWN OF SUMMIT - WARD 1,8,1,
,DOUGLAS - TOWN OF SUMMIT - WARD 2,2,1,
,DOUGLAS - TOWN OF SUPERIOR - WARD 1,9,1,
,DOUGLAS - TOWN OF SUPERIOR - WARD 2,5,2,
,DOUGLAS - TOWN OF WASCOTT - WARD 1,35,4,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 1,19,4,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 2,4,1,
,DOUGLAS - VILLAGE OF OLIVER - WARD 1,1,,
,DOUGLAS - VILLAGE OF POPLAR - WARD 1,6,1,
,DOUGLAS - VILLAGE OF SOLON SPRINGS - WARD 1,12,3,
,DOUGLAS - VILLAGE OF SUPERIOR - WARD 1,8,5,
,DUNN - CITY OF MENOMONIE - WARD 1,54,17,
,DUNN - CITY OF MENOMONIE - WARD 10,48,5,
,DUNN - CITY OF MENOMONIE - WARD 11,50,16,
,DUNN - CITY OF MENOMONIE - WARD 2,17,6,
,DUNN - CITY OF MENOMONIE - WARD 3,14,2,
,DUNN - CITY OF MENOMONIE - WARD 4,4,,
,DUNN - CITY OF MENOMONIE - WARD 5,2,,
,DUNN - CITY OF MENOMONIE - WARD 6,8,2,
,DUNN - CITY OF MENOMONIE - WARD 7,3,1,
,DUNN - CITY OF MENOMONIE - WARD 8,16,3,
,DUNN - CITY OF MENOMONIE - WARD 9,16,3,
,DUNN - TOWN OF COLFAX - WARD 1,4,2,
,DUNN - TOWN OF COLFAX - WARD 3,5,,
,DUNN - TOWN OF DUNN - WARD 1,8,5,
,DUNN - TOWN OF DUNN - WARD 2,2,,
,DUNN - TOWN OF EAU GALLE - WARD 1,10,3,
,DUNN - TOWN OF ELK MOUND - WARD 2,1,,
,DUNN - TOWN OF ELK MOUND - WARD 3,5,,
,DUNN - TOWN OF GRANT - WARD 1,1,,
,DUNN - TOWN OF GRANT - WARD 2,4,,
,DUNN - TOWN OF HAY RIVER - WARD 1,,1,
,DUNN - TOWN OF LUCAS - WARD 1,2,1,
,DUNN - TOWN OF MENOMONIE - WARD 1,3,,
,DUNN - TOWN OF MENOMONIE - WARD 2,9,3,
,DUNN - TOWN OF MENOMONIE - WARD 3,19,2,
,DUNN - TOWN OF OTTER CREEK - WARD 1,1,,
,DUNN - TOWN OF PERU - WARD 1,1,,
,DUNN - TOWN OF RED CEDAR - WARD 1,6,1,
,DUNN - TOWN OF RED CEDAR - WARD 2,5,,
,DUNN - TOWN OF ROCK CREEK - WARD 1,6,,
,DUNN - TOWN OF SAND CREEK - WARD 1,5,1,
,DUNN - TOWN OF SHERIDAN - WARD 1,5,,
,DUNN - TOWN OF SHERMAN - WARD 1,5,,
,DUNN - TOWN OF SPRING BROOK - WARD 1,1,,
,DUNN - TOWN OF SPRING BROOK - WARD 2,12,3,
,DUNN - TOWN OF STANTON - WARD 1,7,1,
,DUNN - TOWN OF TAINTER - WARD 1,5,,
,DUNN - TOWN OF TAINTER - WARD 2,17,3,
,DUNN - TOWN OF TAINTER - WARD 3,15,2,
,DUNN - TOWN OF TIFFANY - WARD 1,1,,
,DUNN - TOWN OF TIFFANY - WARD 2,1,2,
,DUNN - TOWN OF WESTON - WARD 1,2,,
,DUNN - TOWN OF WESTON - WARD 2,,1,
,DUNN - TOWN OF WILSON - WARD 1,1,,
,DUNN - VILLAGE OF BOYCEVILLE - WARD 1,,3,
,DUNN - VILLAGE OF COLFAX - WARD 1,7,8,
,DUNN - VILLAGE OF COLFAX - WARD 2,4,,
,DUNN - VILLAGE OF ELK MOUND - WARD 1,5,,
,DUNN - VILLAGE OF KNAPP - WARD 1,7,3,
,DUNN - VILLAGE OF WHEELER - WARD 1,2,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 1,67,21,
,EAU CLAIRE - CITY OF ALTOONA - WARD 10,20,14,
,EAU CLAIRE - CITY OF ALTOONA - WARD 11,47,15,
,EAU CLAIRE - CITY OF ALTOONA - WARD 15,2,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 2,20,6,
,EAU CLAIRE - CITY OF ALTOONA - WARD 3,6,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 4,34,6,
,EAU CLAIRE - CITY OF ALTOONA - WARD 5,21,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 6,11,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 7,32,4,
,EAU CLAIRE - CITY OF ALTOONA - WARD 8,8,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 9,59,3,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 1,6,1,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 2,2,9,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 3,3,,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 4,4,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 1,14,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 10,42,10,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 11,48,6,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 12,80,13,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 13,10,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 14,63,13,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 15,76,9,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 17,74,13,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 18,30,11,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 19,33,8,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 2,15,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 20,28,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 21,29,9,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 22,13,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 23,89,52,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 25,86,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 26,31,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 27,11,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 28,32,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 29,42,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 3,101,18,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 30,46,11,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 31,45,8,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 32,41,9,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 33,26,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 34,9,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 35,53,18,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 36,17,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 37,27,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 38,24,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 39,62,22,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 4,21,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 42,19,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 43,18,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 45,3,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 46,20,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 47,18,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 48,11,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 49,42,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 5,3,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 57,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 6,21,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 65,5,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 7,46,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 8,35,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 9,10,1,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 1,8,3,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 1,8,,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 2,9,1,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 1,,2,
,EAU CLAIRE - TOWN OF DRAMMEN - WARD 1,6,,
,EAU CLAIRE - TOWN OF FAIRCHILD - WARD 1,3,2,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 2,4,,
,EAU CLAIRE - TOWN OF LUDINGTON - WARD 1,5,1,
,EAU CLAIRE - TOWN OF OTTER CREEK - WARD 1,3,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 1,9,1,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 2,9,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 3,14,4,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 4,9,3,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 1,37,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 2,1,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 3,6,1,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 4,22,2,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 5,12,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 6,26,3,
,EAU CLAIRE - TOWN OF UNION - WARD 1,10,,
,EAU CLAIRE - TOWN OF UNION - WARD 2,7,2,
,EAU CLAIRE - TOWN OF UNION - WARD 3,4,1,
,EAU CLAIRE - TOWN OF UNION - WARD 4,5,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 1,3,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 10,22,5,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 11,20,5,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 12,35,3,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 13,5,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 2,70,8,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 3,2,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 4,17,4,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 5,82,6,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 6,5,3,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 7,30,4,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 8,44,2,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 9,22,7,
,EAU CLAIRE - VILLAGE OF FAIRCHILD - WARD 1,1,,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 1,13,3,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 2,6,3,
,FLORENCE - TOWN OF AURORA - WARD 1,3,,
,FLORENCE - TOWN OF AURORA - WARD 2,10,1,
,FLORENCE - TOWN OF AURORA - WARD 3,,1,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 1,3,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 2,1,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 3,1,,
,FLORENCE - TOWN OF FENCE - WARD 1,1,,
,FLORENCE - TOWN OF FERN - WARD 1,6,1,
,FLORENCE - TOWN OF FLORENCE - WARD 1,4,1,
,FLORENCE - TOWN OF FLORENCE - WARD 2,33,3,
,FLORENCE - TOWN OF FLORENCE - WARD 3,4,2,
,FLORENCE - TOWN OF FLORENCE - WARD 4,2,,
,FLORENCE - TOWN OF FLORENCE - WARD 5,14,,
,FLORENCE - TOWN OF FLORENCE - WARD 6,7,3,
,FLORENCE - TOWN OF FLORENCE - WARD 7,4,,
,FLORENCE - TOWN OF HOMESTEAD - WARD 1,9,,
,FLORENCE - TOWN OF LONG LAKE - WARD 1,4,2,
,FLORENCE - TOWN OF TIPLER - WARD 1,2,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 1,20,7,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 10,29,8,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 11,18,4,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 12,86,54,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 13,8,2,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 14,79,21,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 15,49,13,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 16,52,12,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 17,19,26,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 18,9,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 19,52,5,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 2,26,11,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 21,30,5,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 22,79,7,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 23,70,5,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 24,75,14,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 25,64,12,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 3,59,13,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 4,29,5,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 5,93,13,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 6,26,8,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 7,28,11,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 8,24,8,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 9,33,24,
,FOND DU LAC - CITY OF RIPON - WARD 1,16,6,
,FOND DU LAC - CITY OF RIPON - WARD 10,7,5,
,FOND DU LAC - CITY OF RIPON - WARD 11,21,9,
,FOND DU LAC - CITY OF RIPON - WARD 2,13,5,
,FOND DU LAC - CITY OF RIPON - WARD 3,14,,
,FOND DU LAC - CITY OF RIPON - WARD 4,4,,
,FOND DU LAC - CITY OF RIPON - WARD 5,15,2,
,FOND DU LAC - CITY OF RIPON - WARD 6,8,3,
,FOND DU LAC - CITY OF RIPON - WARD 7,22,15,
,FOND DU LAC - CITY OF RIPON - WARD 8,26,13,
,FOND DU LAC - CITY OF RIPON - WARD 9,4,2,
,FOND DU LAC - CITY OF WAUPUN - WARD 10,24,5,
,FOND DU LAC - CITY OF WAUPUN - WARD 11,18,3,
,FOND DU LAC - CITY OF WAUPUN - WARD 12,25,4,
,FOND DU LAC - CITY OF WAUPUN - WARD 9,41,6,
,FOND DU LAC - TOWN OF ALTO - WARD 1,4,,
,FOND DU LAC - TOWN OF ALTO - WARD 2,2,1,
,FOND DU LAC - TOWN OF ASHFORD - WARD 1,8,2,
,FOND DU LAC - TOWN OF ASHFORD - WARD 2,4,1,
,FOND DU LAC - TOWN OF ASHFORD - WARD 3,6,1,
,FOND DU LAC - TOWN OF AUBURN - WARD 1,2,,
,FOND DU LAC - TOWN OF AUBURN - WARD 2,3,1,
,FOND DU LAC - TOWN OF AUBURN - WARD 3,8,2,
,FOND DU LAC - TOWN OF BYRON - WARD 1,11,1,
,FOND DU LAC - TOWN OF BYRON - WARD 2,7,2,
,FOND DU LAC - TOWN OF CALUMET - WARD 1,16,1,
,FOND DU LAC - TOWN OF CALUMET - WARD 2,6,,
,FOND DU LAC - TOWN OF EDEN - WARD 1,5,3,
,FOND DU LAC - TOWN OF ELDORADO - WARD 1,2,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 2,6,4,
,FOND DU LAC - TOWN OF ELDORADO - WARD 3,4,,
,FOND DU LAC - TOWN OF EMPIRE - WARD 1,11,3,
,FOND DU LAC - TOWN OF EMPIRE - WARD 2,17,2,
,FOND DU LAC - TOWN OF EMPIRE - WARD 3,20,6,
,FOND DU LAC - TOWN OF EMPIRE - WARD 4,7,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 1,25,7,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 2,17,3,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 3,16,4,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 4,1,1,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 5,12,3,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 7,2,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 8,,1,
,FOND DU LAC - TOWN OF FOREST - WARD 1,4,1,
,FOND DU LAC - TOWN OF FOREST - WARD 2,4,2,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 1,10,2,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 2,11,1,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 3,13,1,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 1,9,,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 2,8,2,
,FOND DU LAC - TOWN OF MARSHFIELD - WARD 1,16,8,
,FOND DU LAC - TOWN OF MARSHFIELD - WARD 2,9,2,
,FOND DU LAC - TOWN OF METOMEN - WARD 1,1,,
,FOND DU LAC - TOWN OF OAKFIELD - WARD 1,4,,
,FOND DU LAC - TOWN OF OAKFIELD - WARD 2,3,,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 1,14,1,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 2,16,2,
,FOND DU LAC - TOWN OF RIPON - WARD 1,7,2,
,FOND DU LAC - TOWN OF RIPON - WARD 2,4,1,
,FOND DU LAC - TOWN OF ROSENDALE - WARD 1,7,1,
,FOND DU LAC - TOWN OF SPRINGVALE - WARD 1,9,1,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 1,24,3,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 2,10,1,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 3,35,7,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 4,25,3,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 5,13,4,
,FOND DU LAC - TOWN OF WAUPUN - WARD 1,4,2,
,FOND DU LAC - TOWN OF WAUPUN - WARD 2,1,1,
,FOND DU LAC - VILLAGE OF BRANDON - WARD 1,7,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 1,5,1,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 2,2,1,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 3,3,2,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 4,9,1,
,FOND DU LAC - VILLAGE OF EDEN - WARD 1,8,1,
,FOND DU LAC - VILLAGE OF FAIRWATER - WARD 1,1,,
,FOND DU LAC - VILLAGE OF MOUNT CALVARY - WARD 1,8,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 1,28,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 2,31,3,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 3,15,3,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 4,12,4,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 5,10,5,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 6,7,1,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 1,3,,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 2,6,3,
,FOND DU LAC - VILLAGE OF ROSENDALE - WARD 1,4,3,
,FOND DU LAC - VILLAGE OF ROSENDALE - WARD 2,1,,
,FOND DU LAC - VILLAGE OF ST. CLOUD - WARD 1,3,,
,FOREST - CITY OF CRANDON - WARD 1,7,2,
,FOREST - CITY OF CRANDON - WARD 2,1,,
,FOREST - CITY OF CRANDON - WARD 3,6,1,
,FOREST - CITY OF CRANDON - WARD 4,13,6,
,FOREST - TOWN OF ALVIN - WARD 1,2,2,
,FOREST - TOWN OF ARMSTRONG CREEK - WARD 1,6,,
,FOREST - TOWN OF BLACKWELL - WARD 1,1,1,
,FOREST - TOWN OF CASWELL - WARD 1,1,,
,FOREST - TOWN OF CRANDON - WARD 1,2,2,
,FOREST - TOWN OF FREEDOM - WARD 1,17,1,
,FOREST - TOWN OF HILES - WARD 1,35,1,
,FOREST - TOWN OF LAONA - WARD 1,11,3,
,FOREST - TOWN OF LAONA - WARD 2,6,1,
,FOREST - TOWN OF LAONA - WARD 3,2,4,
,FOREST - TOWN OF LINCOLN - WARD 1,33,1,
,FOREST - TOWN OF LINCOLN - WARD 3,1,,
,FOREST - TOWN OF NASHVILLE - WARD 1,7,,
,FOREST - TOWN OF NASHVILLE - WARD 3,20,4,
,FOREST - TOWN OF ROSS - WARD 1,2,1,
,FOREST - TOWN OF WABENO - WARD 1,2,,
,FOREST - TOWN OF WABENO - WARD 2,4,,
,FOREST - TOWN OF WABENO - WARD 4,3,1,
,GRANT - CITY OF BOSCOBEL - WARD 1,2,,
,GRANT - CITY OF BOSCOBEL - WARD 2,6,1,
,GRANT - CITY OF BOSCOBEL - WARD 3,7,1,
,GRANT - CITY OF BOSCOBEL - WARD 4,9,4,
,GRANT - CITY OF CUBA CITY - WARD 1,3,,
,GRANT - CITY OF CUBA CITY - WARD 2,1,2,
,GRANT - CITY OF CUBA CITY - WARD 3,4,,
,GRANT - CITY OF CUBA CITY - WARD 4,9,8,
,GRANT - CITY OF FENNIMORE - WARD 1,5,,
,GRANT - CITY OF FENNIMORE - WARD 2,14,6,
,GRANT - CITY OF FENNIMORE - WARD 3,6,3,
,GRANT - CITY OF FENNIMORE - WARD 4,13,3,
,GRANT - CITY OF LANCASTER - WARD 1,11,9,
,GRANT - CITY OF LANCASTER - WARD 2,17,3,
,GRANT - CITY OF LANCASTER - WARD 3,1,,
,GRANT - CITY OF LANCASTER - WARD 4,21,2,
,GRANT - CITY OF LANCASTER - WARD 5,3,,
,GRANT - CITY OF LANCASTER - WARD 6,34,11,
,GRANT - CITY OF PLATTEVILLE - WARD 1,35,13,
,GRANT - CITY OF PLATTEVILLE - WARD 2,44,16,
