,,Voter Status,,
,GRANT - CITY OF LANCASTER - WARD 2,29,2,
,GRANT - CITY OF LANCASTER - WARD 3,25,,
,GRANT - CITY OF LANCASTER - WARD 4,30,1,
,GRANT - CITY OF LANCASTER - WARD 5,9,1,
,GRANT - CITY OF LANCASTER - WARD 6,49,6,
,GRANT - CITY OF PLATTEVILLE - WARD 1,64,4,
,GRANT - CITY OF PLATTEVILLE - WARD 2,101,10,
,GRANT - CITY OF PLATTEVILLE - WARD 3,47,4,
,GRANT - CITY OF PLATTEVILLE - WARD 4,42,13,
,GRANT - CITY OF PLATTEVILLE - WARD 5,14,2,
,GRANT - CITY OF PLATTEVILLE - WARD 6,5,1,
,GRANT - CITY OF PLATTEVILLE - WARD 7,19,8,
,GRANT - CITY OF PLATTEVILLE - WARD 8,74,12,
,GRANT - TOWN OF BEETOWN - WARD 1,22,,
,GRANT - TOWN OF BLOOMINGTON - WARD 1,17,3,
,GRANT - TOWN OF BOSCOBEL - WARD 1,12,1,
,GRANT - TOWN OF BOSCOBEL - WARD 2,8,,
,GRANT - TOWN OF CASSVILLE - WARD 1,15,,
,GRANT - TOWN OF CASTLE ROCK - WARD 1,11,2,
,GRANT - TOWN OF CLIFTON - WARD 1,12,1,
,GRANT - TOWN OF CLIFTON - WARD 2,4,,
,GRANT - TOWN OF ELLENBORO - WARD 1,27,1,
,GRANT - TOWN OF FENNIMORE - WARD 1,11,,
,GRANT - TOWN OF FENNIMORE - WARD 2,6,1,
,GRANT - TOWN OF GLEN HAVEN - WARD 1,14,1,
,GRANT - TOWN OF HARRISON - WARD 1,20,1,
,GRANT - TOWN OF HAZEL GREEN - WARD 1,17,1,
,GRANT - TOWN OF HAZEL GREEN - WARD 2,20,,
,GRANT - TOWN OF HICKORY GROVE - WARD 1,24,,
,GRANT - TOWN OF JAMESTOWN - WARD 1,19,2,
,GRANT - TOWN OF JAMESTOWN - WARD 2,36,,
,GRANT - TOWN OF JAMESTOWN - WARD 3,14,2,
,GRANT - TOWN OF LIBERTY - WARD 1,13,1,
,GRANT - TOWN OF LIMA - WARD 1,23,,
,GRANT - TOWN OF LITTLE GRANT - WARD 1,20,2,
,GRANT - TOWN OF MARION - WARD 1,23,,
,GRANT - TOWN OF MILLVILLE - WARD 1,11,,
,GRANT - TOWN OF MOUNT HOPE - WARD 1,12,,
,GRANT - TOWN OF MOUNT IDA - WARD 1,19,1,
,GRANT - TOWN OF MUSCODA - WARD 1,23,,
,GRANT - TOWN OF NORTH LANCASTER - WARD 1,22,,
,GRANT - TOWN OF NORTH LANCASTER - WARD 2,1,,
,GRANT - TOWN OF PARIS - WARD 1,8,,
,GRANT - TOWN OF PARIS - WARD 2,8,1,
,GRANT - TOWN OF PATCH GROVE - WARD 1,30,1,
,GRANT - TOWN OF PLATTEVILLE - WARD 1,34,3,
,GRANT - TOWN OF PLATTEVILLE - WARD 2,30,1,
,GRANT - TOWN OF PLATTEVILLE - WARD 3,17,2,
,GRANT - TOWN OF POTOSI - WARD 1,26,4,
,GRANT - TOWN OF SMELSER - WARD 1,30,1,
,GRANT - TOWN OF SMELSER - WARD 2,6,1,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 1,5,1,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 2,5,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 3,9,1,
,GRANT - TOWN OF WATERLOO - WARD 1,12,2,
,GRANT - TOWN OF WATTERSTOWN - WARD 1,16,,
,GRANT - TOWN OF WATTERSTOWN - WARD 2,4,,
,GRANT - TOWN OF WINGVILLE - WARD 1,16,,
,GRANT - TOWN OF WOODMAN - WARD 1,8,1,
,GRANT - TOWN OF WYALUSING - WARD 1,20,,
,GRANT - VILLAGE OF BAGLEY - WARD 1,10,2,
,GRANT - VILLAGE OF BLOOMINGTON - WARD 1,41,4,
,GRANT - VILLAGE OF BLUE RIVER - WARD 1,17,4,
,GRANT - VILLAGE OF CASSVILLE - WARD 1,18,1,
,GRANT - VILLAGE OF CASSVILLE - WARD 2,5,1,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 1,22,7,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 2,10,,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 1,25,1,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 2,31,7,
,GRANT - VILLAGE OF LIVINGSTON - WARD 1,50,4,
,GRANT - VILLAGE OF MONTFORT - WARD 1,31,,
,GRANT - VILLAGE OF MOUNT HOPE - WARD 1,12,,
,GRANT - VILLAGE OF MUSCODA - WARD 1,27,3,
,GRANT - VILLAGE OF MUSCODA - WARD 2,18,2,
,GRANT - VILLAGE OF PATCH GROVE - WARD 1,4,1,
,GRANT - VILLAGE OF POTOSI - WARD 1,21,4,
,GRANT - VILLAGE OF TENNYSON - WARD 1,19,3,
,GRANT - VILLAGE OF WOODMAN - WARD 1,6,,
,GREEN - CITY OF BRODHEAD - WARD 1,33,1,
,GREEN - CITY OF BRODHEAD - WARD 2,24,,
,GREEN - CITY OF BRODHEAD - WARD 3,36,1,
,GREEN - CITY OF BRODHEAD - WARD 4,26,3,
,GREEN - CITY OF BRODHEAD - WARD 5,15,4,
,GREEN - CITY OF BRODHEAD - WARD 6,16,3,
,GREEN - CITY OF MONROE - WARD 1,40,4,
,GREEN - CITY OF MONROE - WARD 2,60,3,
,GREEN - CITY OF MONROE - WARD 3,48,6,
,GREEN - CITY OF MONROE - WARD 4,50,4,
,GREEN - CITY OF MONROE - WARD 5,59,6,
,GREEN - CITY OF MONROE - WARD 6,53,2,
,GREEN - CITY OF MONROE - WARD 7,62,5,
,GREEN - CITY OF MONROE - WARD 8,70,6,
,GREEN - CITY OF MONROE - WARD 9,27,2,
,GREEN - TOWN OF ADAMS - WARD 1,30,1,
,GREEN - TOWN OF ALBANY - WARD 1,30,2,
,GREEN - TOWN OF ALBANY - WARD 2,74,4,
,GREEN - TOWN OF BROOKLYN - WARD 1,51,7,
,GREEN - TOWN OF BROOKLYN - WARD 2,7,1,
,GREEN - TOWN OF BROOKLYN - WARD 3,20,,
,GREEN - TOWN OF CADIZ - WARD 1,42,4,
,GREEN - TOWN OF CLARNO - WARD 1,30,2,
,GREEN - TOWN OF CLARNO - WARD 2,15,1,
,GREEN - TOWN OF DECATUR - WARD 1,42,2,
,GREEN - TOWN OF DECATUR - WARD 2,20,,
,GREEN - TOWN OF DECATUR - WARD 3,30,3,
,GREEN - TOWN OF EXETER - WARD 1,52,7,
,GREEN - TOWN OF EXETER - WARD 2,10,,
,GREEN - TOWN OF EXETER - WARD 3,66,5,
,GREEN - TOWN OF EXETER - WARD 4,12,1,
,GREEN - TOWN OF JEFFERSON - WARD 1,35,3,
,GREEN - TOWN OF JEFFERSON - WARD 2,26,1,
,GREEN - TOWN OF JORDAN - WARD 1,21,1,
,GREEN - TOWN OF MONROE - WARD 1,28,4,
,GREEN - TOWN OF MONROE - WARD 2,27,1,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 1,10,2,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 2,12,,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 3,13,,
,GREEN - TOWN OF NEW GLARUS - WARD 1,58,2,
,GREEN - TOWN OF NEW GLARUS - WARD 2,31,1,
,GREEN - TOWN OF SPRING GROVE - WARD 1,45,8,
,GREEN - TOWN OF SYLVESTER - WARD 1,33,,
,GREEN - TOWN OF SYLVESTER - WARD 2,15,3,
,GREEN - TOWN OF WASHINGTON - WARD 1,48,2,
,GREEN - TOWN OF YORK - WARD 1,73,5,
,GREEN - VILLAGE OF ALBANY - WARD 1,45,3,
,GREEN - VILLAGE OF ALBANY - WARD 2,36,1,
,GREEN - VILLAGE OF BELLEVILLE - WARD 3,74,4,
,GREEN - VILLAGE OF BROOKLYN - WARD 2,33,,
,GREEN - VILLAGE OF BROWNTOWN - WARD 1,12,,
,GREEN - VILLAGE OF MONTICELLO - WARD 1,27,2,
,GREEN - VILLAGE OF MONTICELLO - WARD 2,30,2,
,GREEN - VILLAGE OF NEW GLARUS - WARD 1,62,6,
,GREEN - VILLAGE OF NEW GLARUS - WARD 2,21,5,
,GREEN - VILLAGE OF NEW GLARUS - WARD 3,50,2,
,GREEN - VILLAGE OF NEW GLARUS - WARD 4,44,3,
,GREEN LAKE - CITY OF BERLIN - WARD 1,44,1,
,GREEN LAKE - CITY OF BERLIN - WARD 2,42,2,
,GREEN LAKE - CITY OF BERLIN - WARD 3,18,1,
,GREEN LAKE - CITY OF BERLIN - WARD 4,23,1,
,GREEN LAKE - CITY OF BERLIN - WARD 5,23,6,
,GREEN LAKE - CITY OF BERLIN - WARD 6,27,6,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 1,10,2,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 2,13,1,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 3,8,3,
,GREEN LAKE - CITY OF MARKESAN - WARD 1,12,1,
,GREEN LAKE - CITY OF MARKESAN - WARD 2,26,,
,GREEN LAKE - CITY OF MARKESAN - WARD 3,24,2,
,GREEN LAKE - CITY OF PRINCETON - WARD 1,1,1,
,GREEN LAKE - CITY OF PRINCETON - WARD 2,11,,
,GREEN LAKE - CITY OF PRINCETON - WARD 3,15,2,
,GREEN LAKE - CITY OF PRINCETON - WARD 4,23,1,
,GREEN LAKE - TOWN OF BERLIN - WARD 1,34,4,
,GREEN LAKE - TOWN OF BERLIN - WARD 2,8,,
,GREEN LAKE - TOWN OF BERLIN - WARD 3,14,,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 1,42,7,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 2,10,,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 3,32,2,
,GREEN LAKE - TOWN OF GREEN LAKE - WARD 1,43,3,
,GREEN LAKE - TOWN OF KINGSTON - WARD 1,14,2,
,GREEN LAKE - TOWN OF KINGSTON - WARD 2,7,2,
,GREEN LAKE - TOWN OF MACKFORD - WARD 1,27,,
,GREEN LAKE - TOWN OF MANCHESTER - WARD 1,49,3,
,GREEN LAKE - TOWN OF MARQUETTE - WARD 1,19,,
,GREEN LAKE - TOWN OF PRINCETON - WARD 1,40,1,
,GREEN LAKE - TOWN OF PRINCETON - WARD 3,20,1,
,GREEN LAKE - TOWN OF PRINCETON - WARD 4,6,,
,GREEN LAKE - TOWN OF SENECA - WARD 1,10,,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 1,9,,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 2,11,,
,GREEN LAKE - VILLAGE OF KINGSTON - WARD 1,11,,
,GREEN LAKE - VILLAGE OF MARQUETTE - WARD 1,7,2,
,IOWA - CITY OF DODGEVILLE - WARD 1,41,,
,IOWA - CITY OF DODGEVILLE - WARD 10,1,,
,IOWA - CITY OF DODGEVILLE - WARD 2,39,4,
,IOWA - CITY OF DODGEVILLE - WARD 3,36,5,
,IOWA - CITY OF DODGEVILLE - WARD 4,43,2,
,IOWA - CITY OF DODGEVILLE - WARD 5,33,3,
,IOWA - CITY OF DODGEVILLE - WARD 6,23,5,
,IOWA - CITY OF DODGEVILLE - WARD 7,45,1,
,IOWA - CITY OF DODGEVILLE - WARD 8,37,2,
,IOWA - CITY OF DODGEVILLE - WARD 9,3,,
,IOWA - CITY OF MINERAL POINT - WARD 1,27,1,
,IOWA - CITY OF MINERAL POINT - WARD 2,39,2,
,IOWA - CITY OF MINERAL POINT - WARD 3,13,2,
,IOWA - CITY OF MINERAL POINT - WARD 4,27,2,
,IOWA - CITY OF MINERAL POINT - WARD 5,14,1,
,IOWA - CITY OF MINERAL POINT - WARD 6,36,1,
,IOWA - TOWN OF ARENA - WARD 1,27,1,
,IOWA - TOWN OF ARENA - WARD 2,76,6,
,IOWA - TOWN OF BRIGHAM - WARD 1,4,2,
,IOWA - TOWN OF BRIGHAM - WARD 2,55,3,
,IOWA - TOWN OF CLYDE - WARD 1,14,3,
,IOWA - TOWN OF DODGEVILLE - WARD 1,36,1,
,IOWA - TOWN OF DODGEVILLE - WARD 2,3,1,
,IOWA - TOWN OF DODGEVILLE - WARD 3,42,,
,IOWA - TOWN OF DODGEVILLE - WARD 4,6,,
,IOWA - TOWN OF EDEN - WARD 1,13,2,
,IOWA - TOWN OF HIGHLAND - WARD 1,14,,
,IOWA - TOWN OF HIGHLAND - WARD 2,22,2,
,IOWA - TOWN OF LINDEN - WARD 1,12,1,
,IOWA - TOWN OF LINDEN - WARD 2,3,,
,IOWA - TOWN OF LINDEN - WARD 3,12,1,
,IOWA - TOWN OF MIFFLIN - WARD 1,19,1,
,IOWA - TOWN OF MIFFLIN - WARD 2,4,,
,IOWA - TOWN OF MINERAL POINT - WARD 1,36,3,
,IOWA - TOWN OF MINERAL POINT - WARD 2,23,1,
,IOWA - TOWN OF MOSCOW - WARD 1,14,1,
,IOWA - TOWN OF MOSCOW - WARD 2,4,1,
,IOWA - TOWN OF PULASKI - WARD 1,19,,
,IOWA - TOWN OF RIDGEWAY - WARD 1,31,1,
,IOWA - TOWN OF RIDGEWAY - WARD 2,15,1,
,IOWA - TOWN OF WALDWICK - WARD 1,16,2,
,IOWA - TOWN OF WALDWICK - WARD 2,5,1,
,IOWA - TOWN OF WYOMING - WARD 1,4,1,
,IOWA - TOWN OF WYOMING - WARD 2,6,,
,IOWA - VILLAGE OF ARENA - WARD 1,65,7,
,IOWA - VILLAGE OF AVOCA - WARD 1,18,,
,IOWA - VILLAGE OF BARNEVELD - WARD 1,100,7,
,IOWA - VILLAGE OF BARNEVELD - WARD 2,10,,
,IOWA - VILLAGE OF BLANCHARDVILLE - WARD 2,7,2,
,IOWA - VILLAGE OF COBB - WARD 1,41,2,
,IOWA - VILLAGE OF HIGHLAND - WARD 1,44,1,
,IOWA - VILLAGE OF HOLLANDALE - WARD 1,15,1,
,IOWA - VILLAGE OF LINDEN - WARD 1,28,2,
,IOWA - VILLAGE OF MONTFORT - WARD 2,6,1,
,IOWA - VILLAGE OF REWEY - WARD 1,6,,
,IOWA - VILLAGE OF RIDGEWAY - WARD 1,42,5,
,IRON - CITY OF HURLEY - WARD 1,19,2,
,IRON - CITY OF HURLEY - WARD 2,13,4,
,IRON - CITY OF HURLEY - WARD 3,3,1,
,IRON - CITY OF HURLEY - WARD 4,15,1,
,IRON - CITY OF MONTREAL - WARD 1,23,4,
,IRON - CITY OF MONTREAL - WARD 2,17,1,
,IRON - TOWN OF ANDERSON - WARD 1,4,,
,IRON - TOWN OF CAREY - WARD 1,9,1,
,IRON - TOWN OF GURNEY - WARD 1,11,,
,IRON - TOWN OF KIMBALL - WARD 1,22,2,
,IRON - TOWN OF KNIGHT - WARD 1,9,,
,IRON - TOWN OF MERCER - WARD 1,17,1,
,IRON - TOWN OF MERCER - WARD 2,11,,
,IRON - TOWN OF MERCER - WARD 3,15,1,
,IRON - TOWN OF MERCER - WARD 4,18,1,
,IRON - TOWN OF OMA - WARD 1,5,,
,IRON - TOWN OF PENCE - WARD 1,3,,
,IRON - TOWN OF SAXON - WARD 1,12,1,
,IRON - TOWN OF SHERMAN - WARD 1,4,,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 1,43,2,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 2,32,5,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 3,28,1,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 4,36,8,
,JACKSON - TOWN OF ADAMS - WARD 1,19,2,
,JACKSON - TOWN OF ADAMS - WARD 2,38,1,
,JACKSON - TOWN OF ADAMS - WARD 3,4,,
,JACKSON - TOWN OF ALBION - WARD 1,4,,
,JACKSON - TOWN OF ALBION - WARD 2,19,2,
,JACKSON - TOWN OF ALBION - WARD 3,21,2,
,JACKSON - TOWN OF ALMA - WARD 1,18,,
,JACKSON - TOWN OF ALMA - WARD 2,30,2,
,JACKSON - TOWN OF ALMA - WARD 3,4,1,
,JACKSON - TOWN OF BEAR BLUFF - WARD 1,13,1,
,JACKSON - TOWN OF BROCKWAY - WARD 1,45,1,
,JACKSON - TOWN OF BROCKWAY - WARD 2,3,1,
,JACKSON - TOWN OF BROCKWAY - WARD 3,3,,
,JACKSON - TOWN OF BROCKWAY - WARD 4,20,3,
,JACKSON - TOWN OF BROCKWAY - WARD 5,5,1,
,JACKSON - TOWN OF CITY POINT - WARD 1,9,,
,JACKSON - TOWN OF CLEVELAND - WARD 1,29,1,
,JACKSON - TOWN OF CURRAN - WARD 1,12,,
,JACKSON - TOWN OF FRANKLIN - WARD 1,11,,
,JACKSON - TOWN OF GARDEN VALLEY - WARD 1,24,2,
,JACKSON - TOWN OF GARFIELD - WARD 1,24,2,
,JACKSON - TOWN OF HIXTON - WARD 1,9,,
,JACKSON - TOWN OF HIXTON - WARD 2,17,,
,JACKSON - TOWN OF IRVING - WARD 1,27,1,
,JACKSON - TOWN OF IRVING - WARD 2,3,,
,JACKSON - TOWN OF IRVING - WARD 3,9,1,
,JACKSON - TOWN OF KNAPP - WARD 1,22,,
,JACKSON - TOWN OF KOMENSKY - WARD 1,19,2,
,JACKSON - TOWN OF MANCHESTER - WARD 1,28,3,
,JACKSON - TOWN OF MELROSE - WARD 1,22,,
,JACKSON - TOWN OF MILLSTON - WARD 1,4,,
,JACKSON - TOWN OF NORTH BEND - WARD 1,23,2,
,JACKSON - TOWN OF NORTHFIELD - WARD 1,21,1,
,JACKSON - TOWN OF SPRINGFIELD - WARD 1,12,1,
,JACKSON - VILLAGE OF ALMA CENTER - WARD 1,23,,
,JACKSON - VILLAGE OF HIXTON - WARD 1,11,1,
,JACKSON - VILLAGE OF MELROSE - WARD 1,23,3,
,JACKSON - VILLAGE OF MERRILLAN - WARD 1,7,3,
,JACKSON - VILLAGE OF TAYLOR - WARD 1,24,2,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 1,78,6,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 2,112,6,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 3,74,8,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 4,80,10,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 5,58,3,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 6,58,6,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 7,66,4,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 8,74,10,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 9,65,6,
,JEFFERSON - CITY OF JEFFERSON - WARD 1,51,3,
,JEFFERSON - CITY OF JEFFERSON - WARD 10,48,4,
,JEFFERSON - CITY OF JEFFERSON - WARD 2,55,3,
,JEFFERSON - CITY OF JEFFERSON - WARD 3,47,6,
,JEFFERSON - CITY OF JEFFERSON - WARD 4,34,4,
,JEFFERSON - CITY OF JEFFERSON - WARD 5,13,,
,JEFFERSON - CITY OF JEFFERSON - WARD 6,22,1,
,JEFFERSON - CITY OF JEFFERSON - WARD 7,20,2,
,JEFFERSON - CITY OF JEFFERSON - WARD 8,50,3,
,JEFFERSON - CITY OF JEFFERSON - WARD 9,10,,
,JEFFERSON - CITY OF LAKE MILLS - WARD 1,72,10,
,JEFFERSON - CITY OF LAKE MILLS - WARD 2,62,2,
,JEFFERSON - CITY OF LAKE MILLS - WARD 3,75,8,
,JEFFERSON - CITY OF LAKE MILLS - WARD 4,79,6,
,JEFFERSON - CITY OF LAKE MILLS - WARD 5,27,6,
,JEFFERSON - CITY OF LAKE MILLS - WARD 6,98,7,
,JEFFERSON - CITY OF LAKE MILLS - WARD 7,33,2,
,JEFFERSON - CITY OF LAKE MILLS - WARD 8,35,3,
,JEFFERSON - CITY OF WATERLOO - WARD 1,39,5,
,JEFFERSON - CITY OF WATERLOO - WARD 2,34,5,
,JEFFERSON - CITY OF WATERLOO - WARD 3,34,2,
,JEFFERSON - CITY OF WATERLOO - WARD 4,7,,
,JEFFERSON - CITY OF WATERLOO - WARD 5,34,4,
,JEFFERSON - CITY OF WATERTOWN - WARD 10,86,7,
,JEFFERSON - CITY OF WATERTOWN - WARD 11,38,3,
,JEFFERSON - CITY OF WATERTOWN - WARD 12,73,9,
,JEFFERSON - CITY OF WATERTOWN - WARD 13,66,6,
,JEFFERSON - CITY OF WATERTOWN - WARD 14,40,4,
,JEFFERSON - CITY OF WATERTOWN - WARD 15,57,4,
,JEFFERSON - CITY OF WATERTOWN - WARD 16,57,8,
,JEFFERSON - CITY OF WATERTOWN - WARD 17,27,3,
,JEFFERSON - CITY OF WATERTOWN - WARD 18,139,8,
,JEFFERSON - CITY OF WATERTOWN - WARD 8,49,6,
,JEFFERSON - CITY OF WATERTOWN - WARD 9,33,1,
,JEFFERSON - CITY OF WHITEWATER - WARD 10,17,3,
,JEFFERSON - CITY OF WHITEWATER - WARD 11,8,1,
,JEFFERSON - CITY OF WHITEWATER - WARD 12,4,4,
,JEFFERSON - TOWN OF AZTALAN - WARD 1,59,1,
,JEFFERSON - TOWN OF AZTALAN - WARD 2,21,1,
,JEFFERSON - TOWN OF COLD SPRING - WARD 1,45,4,
,JEFFERSON - TOWN OF CONCORD - WARD 1,36,2,
,JEFFERSON - TOWN OF CONCORD - WARD 2,44,2,
,JEFFERSON - TOWN OF CONCORD - WARD 3,29,2,
,JEFFERSON - TOWN OF FARMINGTON - WARD 1,40,,
,JEFFERSON - TOWN OF FARMINGTON - WARD 2,23,1,
,JEFFERSON - TOWN OF HEBRON - WARD 1,19,1,
,JEFFERSON - TOWN OF HEBRON - WARD 2,30,3,
,JEFFERSON - TOWN OF IXONIA - WARD 1,57,4,
,JEFFERSON - TOWN OF IXONIA - WARD 2,53,4,
,JEFFERSON - TOWN OF IXONIA - WARD 3,41,4,
,JEFFERSON - TOWN OF IXONIA - WARD 4,135,6,
,JEFFERSON - TOWN OF IXONIA - WARD 5,86,9,
,JEFFERSON - TOWN OF IXONIA - WARD 6,37,1,
,JEFFERSON - TOWN OF JEFFERSON - WARD 1,30,,
,JEFFERSON - TOWN OF JEFFERSON - WARD 2,33,2,
,JEFFERSON - TOWN OF JEFFERSON - WARD 3,29,4,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 1,17,,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 2,41,3,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 3,26,1,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 4,78,1,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 5,40,1,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 6,3,,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 1,48,4,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 2,42,2,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 3,33,4,
,JEFFERSON - TOWN OF MILFORD - WARD 1,38,4,
,JEFFERSON - TOWN OF MILFORD - WARD 2,19,3,
,JEFFERSON - TOWN OF OAKLAND - WARD 1,40,3,
,JEFFERSON - TOWN OF OAKLAND - WARD 2,49,5,
,JEFFERSON - TOWN OF OAKLAND - WARD 3,38,4,
,JEFFERSON - TOWN OF OAKLAND - WARD 4,20,,
,JEFFERSON - TOWN OF PALMYRA - WARD 1,58,1,
,JEFFERSON - TOWN OF SULLIVAN - WARD 1,66,7,
,JEFFERSON - TOWN OF SULLIVAN - WARD 2,64,2,
,JEFFERSON - TOWN OF SULLIVAN - WARD 3,9,1,
,JEFFERSON - TOWN OF SUMNER - WARD 1,50,1,
,JEFFERSON - TOWN OF WATERLOO - WARD 1,42,2,
,JEFFERSON - TOWN OF WATERTOWN - WARD 1,45,3,
,JEFFERSON - TOWN OF WATERTOWN - WARD 2,46,3,
,JEFFERSON - VILLAGE OF CAMBRIDGE - WARD 1,5,,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 1,107,4,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 2,53,6,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 3,93,9,
,JEFFERSON - VILLAGE OF PALMYRA - WARD 1,56,2,
,JEFFERSON - VILLAGE OF PALMYRA - WARD 2,33,,
,JEFFERSON - VILLAGE OF SULLIVAN - WARD 1,44,2,
,JUNEAU - CITY OF ELROY - WARD 1,14,3,
,JUNEAU - CITY OF ELROY - WARD 2,10,1,
,JUNEAU - CITY OF ELROY - WARD 3,15,,
,JUNEAU - CITY OF ELROY - WARD 4,6,1,
,JUNEAU - CITY OF ELROY - WARD 7,10,3,
,JUNEAU - CITY OF MAUSTON - WARD 1,16,4,
,JUNEAU - CITY OF MAUSTON - WARD 2,14,3,
,JUNEAU - CITY OF MAUSTON - WARD 3,31,2,
,JUNEAU - CITY OF MAUSTON - WARD 4,13,1,
,JUNEAU - CITY OF MAUSTON - WARD 5,26,2,
,JUNEAU - CITY OF MAUSTON - WARD 6,13,1,
,JUNEAU - CITY OF MAUSTON - WARD 7,13,3,
,JUNEAU - CITY OF NEW LISBON - WARD 1,7,,
,JUNEAU - CITY OF NEW LISBON - WARD 2,18,1,
,JUNEAU - CITY OF NEW LISBON - WARD 3,14,3,
,JUNEAU - CITY OF NEW LISBON - WARD 4,1,,
,JUNEAU - CITY OF NEW LISBON - WARD 5,16,1,
,JUNEAU - CITY OF NEW LISBON - WARD 7,2,,
,JUNEAU - TOWN OF ARMENIA - WARD 1,16,1,
,JUNEAU - TOWN OF CLEARFIELD - WARD 1,25,1,
,JUNEAU - TOWN OF CLEARFIELD - WARD 2,2,,
,JUNEAU - TOWN OF CUTLER - WARD 1,16,,
,JUNEAU - TOWN OF FINLEY - WARD 1,3,,
,JUNEAU - TOWN OF FOUNTAIN - WARD 1,24,1,
,JUNEAU - TOWN OF FOUNTAIN - WARD 2,3,,
,JUNEAU - TOWN OF GERMANTOWN - WARD 1,16,5,
,JUNEAU - TOWN OF GERMANTOWN - WARD 2,21,2,
,JUNEAU - TOWN OF GERMANTOWN - WARD 3,1,,
,JUNEAU - TOWN OF KILDARE - WARD 1,22,2,
,JUNEAU - TOWN OF KINGSTON - WARD 1,2,,
,JUNEAU - TOWN OF LEMONWEIR - WARD 1,15,,
,JUNEAU - TOWN OF LEMONWEIR - WARD 2,12,1,
,JUNEAU - TOWN OF LEMONWEIR - WARD 3,10,1,
,JUNEAU - TOWN OF LEMONWEIR - WARD 4,18,1,
,JUNEAU - TOWN OF LINDINA - WARD 1,41,1,
,JUNEAU - TOWN OF LISBON - WARD 1,19,2,
,JUNEAU - TOWN OF LISBON - WARD 2,13,,
,JUNEAU - TOWN OF LYNDON - WARD 1,38,3,
,JUNEAU - TOWN OF LYNDON - WARD 2,2,,
,JUNEAU - TOWN OF LYNDON - WARD 3,19,1,
,JUNEAU - TOWN OF MARION - WARD 1,15,1,
,JUNEAU - TOWN OF NECEDAH - WARD 1,12,2,
,JUNEAU - TOWN OF NECEDAH - WARD 2,24,,
,JUNEAU - TOWN OF NECEDAH - WARD 3,14,,
,JUNEAU - TOWN OF NECEDAH - WARD 4,35,3,
,JUNEAU - TOWN OF ORANGE - WARD 1,24,4,
,JUNEAU - TOWN OF PLYMOUTH - WARD 1,23,1,
,JUNEAU - TOWN OF SEVEN MILE CREEK - WARD 1,5,1,
,JUNEAU - TOWN OF SEVEN MILE CREEK - WARD 2,4,,
,JUNEAU - TOWN OF SUMMIT - WARD 1,45,2,
,JUNEAU - TOWN OF WONEWOC - WARD 1,13,,
,JUNEAU - TOWN OF WONEWOC - WARD 2,18,,
,JUNEAU - VILLAGE OF CAMP DOUGLAS - WARD 1,36,,
,JUNEAU - VILLAGE OF HUSTLER - WARD 1,5,1,
,JUNEAU - VILLAGE OF LYNDON STATION - WARD 1,19,4,
,JUNEAU - VILLAGE OF NECEDAH - WARD 1,28,5,
,JUNEAU - VILLAGE OF UNION CENTER - WARD 1,10,,
